race_id,finish_position,bracket_number,horse_number,horse_name,sex_age,impost,jockey,finish_time,margin,passing,last_3f,odds_win,popularity,horse_weight,horse_weight_change,trainer,owner,prize,horse_id,jockey_id,trainer_id,owner_id
201705010101,1,1,2,プティトシャンティ,牝3,52.0,木幡初也,1:27.3,,1-1,38.3,4.5,2.0,450.0,6.0,[東]伊藤圭三,三野順一郎,500.0,2014105123,01153,01023,611033
201705010101,2,3,5,トモジャプリマ,牝3,54.0,津村明秀,1:28.2,5,11-10,38.1,99.9,13.0,450.0,18.0,[東]鈴木伸尋,吉冨学,200.0,2014105112,01092,01026,905033
201705010101,3,3,6,ニシノキスミー,牝3,54.0,吉田豊,1:28.2,ハナ,9-7,38.4,11.9,7.0,450.0,-6.0,[東]竹内正洋,西山茂行,130.0,2014103807,00733,01152,897009
201705010101,4,6,11,メーティス,牝3,54.0,蛯名正義,1:28.2,ハナ,3-2,39.0,6.0,3.0,436.0,-2.0,[東]金成貴史,ニットー商事,75.0,2014100252,00663,01132,752800
201705010101,5,6,12,ペイシャリサ,牝3,54.0,的場勇人,1:28.5,1.3/4,11-12,38.1,48.3,12.0,474.0,14.0,[東]高橋義博,北所直人,50.0,2014102959,01108,01036,163002
201705010101,6,2,3,メイショウアテン,牝3,54.0,シュミノ,1:28.7,1.1/4,5-6,39.2,6.5,4.0,478.0,-4.0,[東]小島太,松本好雄,0.0,2014102976,05538,01013,523005
201705010101,7,4,7,ケイティクロス,牝3,53.0,石川裕紀,1:28.8,1/2,2-2,39.6,6.8,5.0,436.0,-4.0,[東]清水英克,サンコウ牧場,0.0,2014104530,01150,01080,738800
201705010101,8,8,16,サンラスベガス,牝3,54.0,松岡正海,1:28.8,クビ,7-7,39.1,39.8,9.0,490.0,-4.0,[東]中舘英二,加藤ステーブル,0.0,2014101859,01085,01153,059803
201705010101,9,5,9,ムスメジントーヨー,牝3,54.0,柴山雄一,1:28.9,クビ,13-13,38.3,204.9,14.0,410.0,-4.0,[東]上原博之,瀬谷隆雄,0.0,2014105639,05243,00423,775006
201705010101,10,7,13,アントレーン,牝3,54.0,内田博幸,1:28.9,クビ,5-4,39.5,4.1,1.0,430.0,2.0,[東]浅野洋一,鹽田久義,0.0,2014100264,00422,00421,973006
201705010101,11,4,8,コウゲンレッシャ,牝3,54.0,横山典弘,1:28.9,アタマ,15-15,38.0,43.3,10.0,444.0,8.0,[東]的場均,加納大志,0.0,2014104486,00660,01063,161033
201705010101,12,2,4,ピルーラ,牝3,51.0,藤田菜七,1:29.0,クビ,7-7,39.3,27.3,8.0,448.0,-10.0,[東]和田雄二,加藤徹,0.0,2014101312,01164,01143,036006
201705010101,13,1,1,ハッピーパーティー,牝3,54.0,田辺裕信,1:30.1,7,3-4,40.7,10.3,6.0,446.0,18.0,[東]小西一男,田頭勇貴,0.0,2014103229,01075,00405,855030
201705010101,14,8,15,ルミナステージ,牝3,54.0,菅原隆一,1:30.2,クビ,13-13,39.5,245.3,15.0,446.0,-2.0,[東]蛯名利弘,ターフ・スポート,0.0,2014103232,01129,01131,102800
201705010101,15,5,10,マッキーイマジン,牝3,54.0,大野拓弥,1:31.9,大,9-10,41.8,46.4,11.0,448.0,24.0,[東]佐藤吉勝,薪浦亨,0.0,2014102936,01096,01035,768006
201705010101,-2,7,14,オネスティ,牝3,54.0,武士沢友,,,,,,,,,[東]浅野洋一,叶哲也,0.0,2014102478,01029,00421,536033
201705010102,1,4,8,ハッスルバッスル,牡3,56.0,柴山雄一,2:16.5,,4-3-5-4,38.4,5.3,3.0,490.0,2.0,[東]戸田博文,吉澤克己,500.0,2014109050,05243,01054,367008
201705010102,2,5,9,ヤマニンバンタジオ,セ3,56.0,嘉藤貴行,2:16.7,1.1/4,6-6-5-6,38.4,3.5,1.0,516.0,-4.0,[東]田島俊明,土井肇,200.0,2014100566,01051,01112,329004
201705010102,3,5,10,サーブルノワール,牡3,56.0,蛯名正義,2:16.9,1,1-1-1-2,39.1,5.2,2.0,500.0,0.0,[東]小島太,シルクレーシング,130.0,2014103323,00663,01013,506800
