race_id,finish_position,bracket_number,horse_number,horse_name,sex_age,impost,jockey,finish_time,margin,passing,last_3f,odds_win,popularity,horse_weight,horse_weight_change,trainer,owner,prize,horse_id,jockey_id,trainer_id,owner_id
201901010101,1,1,1,ゴルコンダ,牡2,54.0,ルメール,1:48.3,,1-1-1-1,36.5,1.4,1.0,518.0,-16.0,[東]木村哲也,サンデーレーシング,500.0,2017105318,5339,1126,226800
201901010101,2,3,3,プントファイヤー,牡2,54.0,岩田康誠,1:50.1,大,2-2-2-2,38.2,3.5,2.0,496.0,-8.0,[東]手塚貴久,嶋田賢,200.0,2017104612,5203,1038,399009
201901010101,3,4,4,ラグリマスネグラス,牡2,51.0,団野大成,1:50.9,5,2-4-3-3,38.8,46.6,6.0,546.0,6.0,[東]藤沢和雄,多田信尊,130.0,2017103879,1180,386,845008
201901010101,4,8,9,キタノコドウ,牡2,51.0,菅原明良,1:51.5,3.1/2,8-8-8-7,38.5,56.8,7.0,458.0,-8.0,[東]高木登,北所直人,75.0,2017106259,1179,1088,163002
201901010101,5,5,5,ネモフィラブルー,牡2,54.0,川島信二,1:51.7,1.1/2,5-6-6-6,38.9,140.3,9.0,436.0,0.0,[西]矢作芳人,青芝商事,50.0,2017104140,1062,1075,831800
201901010101,6,8,8,マイネルラクスマン,牡2,54.0,丹内祐次,1:52.1,2.1/2,5-2-3-3,40.1,9.7,3.0,480.0,8.0,[東]金成貴史,サラブレッドクラブ・ラフィアン,0.0,2017101930,1091,1132,546800
201901010101,7,2,2,サンモンテベロ,牝2,54.0,黛弘人,1:52.5,2.1/2,7-8-7-7,39.6,114.7,8.0,450.0,2.0,[東]中野栄治,加藤ステーブル,0.0,2017100184,1109,1010,59803
201901010101,8,7,7,エスカレーション,牝2,54.0,藤岡佑介,1:52.5,アタマ,8-6-8-9,39.5,26.1,5.0,448.0,-4.0,[東]高柳瑞樹,松田整二,0.0,2017102953,1093,1118,304030
201901010101,9,6,6,セイウンジュリア,牝2,54.0,池添謙一,1:52.6,クビ,4-5-5-5,40.3,16.4,4.0,470.0,0.0,[西]浅見秀一,西山茂行,0.0,2017102421,1032,411,897009
201901010102,1,7,7,イエスサンキュー,牝3,54.0,加藤祥太,0:59.2,,3-2,35.7,4.3,4.0,492.0,2.0,[西]羽月友彦,松岡隆雄,500.0,2016102221,1156,1091,306008
201901010102,2,1,1,ユキエチャン,牝3,53.0,横山武史,0:59.4,1.1/4,8-7,34.6,19.8,6.0,474.0,4.0,[西]須貝尚介,大野剛嗣,200.0,2016104843,1170,1105,265033
201901010102,3,6,6,キョウエイメサイア,牝3,54.0,松岡正海,0:59.5,3/4,1-1,36.2,13.9,5.0,456.0,0.0,[東]伊藤伸一,田中晴夫,130.0,2016103522,1085,1031,619002
201901010102,4,8,8,サウンドシュリット,牝3,54.0,松田大作,0:59.8,2,2-2,36.4,27.2,8.0,452.0,6.0,[西]高橋康之,増田雄一,75.0,2016101575,1030,1135,168006
201901010102,5,4,4,ローマノキュウジツ,牝3,51.0,団野大成,1:00.0,1,3-4,36.4,4.1,2.0,490.0,-2.0,[西]牧浦充徳,フェニックスレーシング,50.0,2016106574,1180,1113,38700
