race_id,finish_position,bracket_number,horse_number,horse_name,sex_age,impost,jockey,finish_time,margin,passing,last_3f,odds_win,popularity,horse_weight,horse_weight_change,trainer,owner,prize,horse_id,jockey_id,trainer_id,owner_id
201604030102,1,5,5,リトルプリンス,牡2,55.0,菱田裕二,1:56.6,,7-5-6-7,38.4,3.7,2.0,506.0,-6.0,[西]山内研二,本間茂,500.0,2014105183,01144,00388,694008
201604030102,2,7,10,シンボリスーマラン,牡2,53.0,木幡巧也,1:57.1,3,3-4-3-3,39.6,6.2,3.0,476.0,-2.0,[東]牧光二,シンボリ牧場,200.0,2014102652,01162,01106,431800
201604030102,3,4,4,タガノビッググッド,牡2,54.0,加藤祥太,1:57.1,ハナ,2-2-2-2,40.0,34.3,10.0,452.0,-2.0,[西]牧浦充徳,八木良司,130.0,2014100518,01156,01113,859002
201604030102,4,7,9,ポッドティノ,牡2,54.0,長岡禎仁,1:57.5,2.1/2,12-11-9-9,39.1,8.9,5.0,406.0,-2.0,[東]大竹正博,小川眞査雄,75.0,2014101746,01142,01102,042033
201604030102,5,3,3,シュティーア,牝2,54.0,津村明秀,1:57.6,3/4,1-1-1-1,40.6,7.7,4.0,440.0,4.0,[東]清水英克,サラブレッドクラブ・ラフィアン,50.0,2014102967,01092,01080,546800
201604030102,6,2,2,サンナイト,牡2,53.0,井上敏樹,1:58.3,4,7-8-6-6,40.1,11.5,6.0,514.0,2.0,[西]森秀行,新井康司,0.0,2014100781,01151,00427,559033
201604030102,7,8,11,エーブインブレム,牡2,52.0,藤田菜七,1:58.6,1.1/2,9-10-11-10,40.0,34.1,9.0,430.0,-12.0,[東]根本康広,阿部紀子,0.0,2014101337,01164,01029,082006
201604030102,8,1,1,コロリズム,牝2,54.0,岩部純二,1:58.6,クビ,3-2-5-5,40.7,19.5,8.0,444.0,0.0,[東]萱野浩二,田頭勇貴,0.0,2014100286,00726,01024,855030
201604030102,9,8,12,クリシュナ,牡2,55.0,西村太一,1:58.8,3/4,5-5-3-3,41.4,14.2,7.0,470.0,4.0,[東]武市康男,清水敏,0.0,2014102233,01131,01089,411033
201604030102,10,5,6,ダンスウィズユー,牝2,54.0,柴山雄一,2:00.7,大,6-5-6-7,42.6,3.4,1.0,552.0,10.0,[東]木村哲也,シルクレーシング,0.0,2014102881,05243,01126,506800
201604030102,11,6,8,キクノビエント,牡2,55.0,藤懸貴志,2:01.1,2,11-8-9-10,42.7,107.8,12.0,478.0,10.0,[西]森田直行,菊池五郎,0.0,2014100948,01138,01142,372002
201604030102,12,6,7,クリノイサベル,牝2,54.0,北村友一,2:06.5,大,9-12-12-12,45.0,74.8,11.0,444.0,-2.0,[西]谷潔,栗本博晴,0.0,2014102622,01102,00431,970006
201604030103,1,4,7,アデレードヒル,牝3,53.0,柴山雄一,1:11.5,,3-3,37.3,3.2,1.0,474.0,6.0,[東]中舘英二,吉田和美,700.0,2013102858,05243,01153,138007
201604030103,2,1,1,サノココ,牝3,53.0,津村明秀,1:11.8,1.3/4,1-1,37.9,5.6,3.0,490.0,6.0,[東]栗田徹,佐野信幸,280.0,2013101578,01092,01127,735033
