race_id,finish_position,bracket_number,horse_number,horse_name,sex_age,impost,jockey,finish_time,margin,passing,last_3f,odds_win,popularity,horse_weight,horse_weight_change,trainer,owner,prize,horse_id,jockey_id,trainer_id,owner_id
201904010302,1,2,2,エコロドリーム,牡3,56.0,柴田善臣,1:54.5,,9-7-6-5,38.2,4.7,2.0,468.0,-2.0,[東]岩戸孝樹,原村正紀,500.0,2016106547,641,1051,783033
201904010302,2,4,5,トゥルボー,牡3,56.0,勝浦正樹,1:55.1,3.1/2,11-11-8-7,38.5,12.8,6.0,490.0,4.0,[東]小笠倫弘,ノースヒルズ,200.0,2016100614,1025,1076,788800
201904010302,3,7,11,ベルウッドヒビキ,牡3,56.0,黛弘人,1:55.1,ハナ,8-7-4-3,39.0,3.4,1.0,476.0,-6.0,[東]和田雄二,鈴木照雄,130.0,2016101497,1109,1143,137030
201904010302,4,3,4,ダンツスピリット,牡3,54.0,西村淳也,1:55.8,4,4-4-4-3,39.7,8.8,4.0,490.0,2.0,[西]山内研二,山元哲二,75.0,2016102872,1171,388,248005
201904010302,5,7,12,ナナカマドカ,牝3,51.0,斎藤新,1:56.3,3,4-5-7-7,39.9,39.8,11.0,456.0,0.0,[西]佐々木晶,飯田正剛,50.0,2016105985,1178,429,994002
201904010302,6,4,6,サンライズエール,牡3,56.0,中井裕二,1:56.6,2,1-1-1-1,40.9,23.1,9.0,456.0,-8.0,[西]安田隆行,松岡隆雄,0.0,2016102095,1141,438,306008
201904010302,7,8,14,パーティーアニマル,牡3,55.0,木幡巧也,1:56.6,ハナ,9-10-12-11,39.2,204.3,14.0,444.0,6.0,[東]星野忍,田頭勇貴,0.0,2016101830,1162,1030,855030
201904010302,8,8,13,エスコーバタハト,牡3,55.0,横山武史,1:56.6,クビ,2-2-2-2,40.9,4.8,3.0,486.0,2.0,[東]菊川正達,ディアレストクラブ,0.0,2016104215,1170,1052,13803
201904010302,9,1,1,クリノグレイト,牡3,56.0,鮫島克駿,1:56.7,クビ,13-13-13-13,38.9,13.6,7.0,500.0,0.0,[西]川村禎彦,栗本博晴,0.0,2016102776,1157,1003,970006
201904010302,10,6,10,クリムトゥ,牡3,56.0,菅原隆一,1:57.0,1.3/4,13-14-14-14,38.9,88.4,13.0,508.0,-8.0,[東]小野次郎,ミルファーム,0.0,2016102711,1129,1125,629800
201904010302,11,6,9,ヴェイパライズ,牡3,55.0,富田暁,1:57.4,2.1/2,3-3-3-5,41.5,15.9,8.0,444.0,-8.0,[西]中竹和也,加藤誠,0.0,2016102895,1168,1039,944030
201904010302,12,5,7,シンボリサージュ,牝3,51.0,団野大成,1:57.5,3/4,7-7-9-9,40.8,35.7,10.0,438.0,4.0,[西]荒川義之,シンボリ牧場,0.0,2016101417,1180,1095,431800
201904010302,13,3,3,アールパシオン,牝3,51.0,藤田菜七,1:57.7,1.1/4,12-12-10-10,40.6,11.8,5.0,462.0,0.0,[西]高柳大輔,前原敏行,0.0,2016106396,1164,1159,427030
201904010302,14,5,8,トウカイマーレ,牡3,56.0,原田和真,2:01.1,大,4-6-11-12,43.8,59.8,12.0,492.0,2.0,[東]栗田徹,内村正則,0.0,2016103938,1143,1127,695004
201904010303,1,4,6,ケイツーテソーロ,牡3,55.0,横山武史,1:13.1,,2-2,37.7,9.9,4.0,498.0,6.0,[東]田中博康,了徳寺健二ホールディングス,500.0,2016105970,1170,1162,89803
201904010303,2,5,8,グラウクス,セ3,53.0,藤田菜七,1:13.2,1/2,4-4,37.5,10.8,6.0,490.0,4.0,[西]西園正都,社台レースホース,200.0,2016105226,1164,1028,415800
201904010303,3,4,7,モズクロス,牡3,56.0,中谷雄太,1:13.6,2.1/2,1-1,38.4,74.7,11.0,488.0,2.0,[西]高橋亮,キャピタル・システム,130.0,2016103711,1038,1136,5803
201904010303,4,6,10,アールウォーケン,牡3,56.0,鮫島克駿,1:13.7,クビ,4-4,38.1,4.1,2.0,492.0,4.0,[西]牧浦充徳,前原敏行,75.0,2016106415,1157,1113,427030
201904010303,5,7,12,ジュンユウコー,牝3,51.0,斎藤新,1:13.9,1.1/2,11-10,37.4,34.3,8.0,398.0,8.0,[西]西村真幸,河合純二,50.0,2016106611,1178,1148,165033
201904010303,6,2,3,スマートマウアー,牡3,56.0,津村明秀,1:14.0,1/2,8-8,37.7,4.6,3.0,504.0,2.0,[西]大久保龍,大川徹,0.0,2016105829,1092,1058,7803
201904010303,7,8,15,ソルパシオン,牡3,54.0,西村淳也,1:14.0,ハナ,7-7,37.9,3.0,1.0,482.0,2.0,[東]中舘英二,ノルマンディーサラブレッドレーシング,0.0,2016105510,1171,1153,854800
201904010303,8,5,9,サンハンツビル,牝3,54.0,横山和生,1:14.3,2,8-8,38.0,53.6,10.0,454.0,8.0,[東]加藤和宏,加藤ステーブル,0.0,2016102973,1140,1077,59803
201904010303,9,1,1,エイシンオーディン,牡3,53.0,岩田望来,1:14.6,2,2-2,39.1,15.5,7.0,474.0,-4.0,[西]中尾秀正,栄進堂,0.0,2016106492,1174,1069,785800
201904010303,10,3,5,カズマッケンリー,牡3,56.0,吉田隼人,1:14.7,1/2,13-13,37.0,203.3,14.0,412.0,16.0,[西]西浦勝一,雅苑興業,0.0,2016102414,1095,1016,879800
201904010303,11,3,4,トウケイクレナイ,牝3,54.0,小崎綾也,1:15.0,1.1/2,6-6,39.1,34.3,9.0,470.0,-6.0,[西]飯田祐史,木村信彦,0.0,2016101923,1152,1139,258006
201904010303,12,6,11,マリノリヴィエール,牝3,54.0,石川裕紀,1:15.5,3,8-10,39.2,10.1,5.0,458.0,-2.0,[東]水野貴広,クラウン,0.0,2016102949,1150,1094,826800
201904010303,13,8,14,ヒラヒラ,牝3,54.0,勝浦正樹,1:16.3,5,14-14,37.1,146.2,13.0,476.0,-10.0,[東]小野次郎,石川貴久,0.0,2016100884,1025,1125,464033
201904010303,14,7,13,ホワイトハッカー,牝3,51.0,木幡育也,1:16.6,2,11-12,40.1,292.1,15.0,404.0,-14.0,[東]南田美知,田頭勇貴,0.0,2016100950,1167,437,855030
201904010303,15,2,2,ノボガンコ,牝3,54.0,原田和真,1:17.9,8,15-15,37.9,109.9,12.0,470.0,0.0,[東]天間昭一,ＬＳ．Ｍ,0.0,2016103031,1143,1090,978800
201904010305,1,3,6,レストンベ,牝3,54.0,菱田裕二,1:10.2,,8-8,34.8,33.9,9.0,456.0,0.0,[東]斎藤誠,Ｓｈａｄｏｗ,500.0,2016106040,1144,1086,72803
201904010305,2,6,12,ケイティグレース,牝3,54.0,義英真,1:10.3,1/2,4-3,35.3,6.2,5.0,432.0,0.0,[西]高橋康之,瀧本和義,200.0,2016105666,1155,1135,83006
