race_id,finish_position,bracket_number,horse_number,horse_name,sex_age,impost,jockey,finish_time,margin,passing,last_3f,odds_win,popularity,horse_weight,horse_weight_change,trainer,owner,prize,horse_id,jockey_id,trainer_id,owner_id
201905010301,1,7,14,アイアムハヤスギル,牡3,56.0,黛弘人,1:20.1,,2-1,36.6,2.0,1.0,474.0,0.0,[東]奥平雅士,堀紘一,500.0,2016102142,1109,1074,505006
201905010301,2,2,4,ペイシャネガノ,牝3,54.0,武士沢友,1:20.3,1.1/4,3-4,36.5,6.3,3.0,460.0,-6.0,[東]伊藤正徳,北所直人,200.0,2016106080,1029,383,163002
201905010301,3,7,13,ゼネラルヴィント,牡3,56.0,宮崎北斗,1:20.3,クビ,8-7,36.1,72.0,9.0,512.0,0.0,[東]伊藤伸一,ジェネラルレーシング,130.0,2016106607,1118,1031,340800
201905010301,4,8,15,フラッシュノワール,牡3,56.0,ブロンデ,1:20.5,1.1/4,3-3,36.8,3.2,2.0,476.0,8.0,[東]伊藤大士,キャロットファーム,75.0,2016104661,5469,1109,486800
201905010301,5,5,9,チェリーアトラス,牡3,56.0,横山和生,1:20.7,1,3-5,36.8,46.3,7.0,500.0,-2.0,[東]勢司和浩,櫻井悦朗,50.0,2016102544,1140,1047,527030
201905010301,6,8,16,カフェドラペ,牝3,54.0,大野拓弥,1:20.8,1/2,6-5,36.9,10.3,4.0,448.0,-2.0,[東]杉浦宏昭,吉田千津,0.0,2016105224,1096,1008,310007
201905010301,7,1,2,チャコリーナ,牝3,54.0,北村宏司,1:20.9,1/2,7-7,36.7,127.9,11.0,474.0,-2.0,[東]田島俊明,村野康司,0.0,2016105271,1043,1112,338007
201905010301,8,3,5,シンボリビーノ,牡3,56.0,横山典弘,1:20.9,ハナ,10-10,36.3,16.9,5.0,480.0,0.0,[東]石毛善彦,シンボリ牧場,0.0,2016103474,660,428,431800
201905010301,9,5,10,ナムラアイアイサー,牡3,56.0,菅原隆一,1:21.0,クビ,11-10,36.4,47.6,8.0,476.0,-2.0,[東]武市康男,奈村睦弘,0.0,2016102052,1129,1089,972002
201905010301,10,6,12,ブラックアルテミス,牝3,53.0,木幡巧也,1:21.1,3/4,8-9,36.7,165.5,13.0,426.0,0.0,[東]柴田政人,黒澤尚,0.0,2016103775,1162,1007,627007
201905010301,11,1,1,バブリン,牝3,52.0,野中悠太,1:21.8,4,11-10,37.1,27.4,6.0,442.0,4.0,[東]的場均,井上久光,0.0,2016100056,1158,1063,959030
