race_id,finish_position,bracket_number,horse_number,horse_name,sex_age,impost,jockey,finish_time,margin,passing,last_3f,odds_win,popularity,horse_weight,horse_weight_change,trainer,owner,prize,horse_id,jockey_id,trainer_id,owner_id
202601010101,1,7,7,カレンココナ,牝3,52.0,小林美駒,0:58.7,,1-1,35.2,3.8,3.0,434.0,-2.0,[西]小林真也,鈴木隆司,580.0,2023101061,01206,01185,869006
202601010101,2,5,5,アイビーミャーオ,牝3,54.0,舟山瑠泉,0:58.8,3/4,2-2,35.2,3.3,2.0,444.0,-4.0,[西]小林真也,石坂茂ラボ,230.0,2023101755,01221,01185,101803
202601010101,3,3,3,カッサンドラ,牝3,55.0,横山琉人,0:59.0,1,3-3,35.3,2.3,1.0,418.0,-4.0,[西]高橋義忠,加藤徹,150.0,2023103999,01192,01129,036006
202601010101,4,6,6,ロングフルスペック,牝3,55.0,古川吉洋,0:59.9,5,3-4,36.2,12.6,4.0,456.0,-6.0,[西]大根田裕,中井敏雄,87.0,2023103167,01015,01032,602002
202601010101,5,4,4,クリコイーコ,牝3,55.0,吉田隼人,1:00.2,2,6-6,36.2,16.4,5.0,448.0,4.0,[西]荒川義之,栗本依利子,58.0,2023100786,01095,01095,116034
202601010101,6,1,1,カプリースカラー,牝3,55.0,丹内祐次,1:00.3,1/2,6-5,36.3,18.4,6.0,408.0,4.0,[東]金成貴史,藤沼利夫,0.0,2023102282,01091,01132,326030
202601010101,7,8,8,レヴヴィ,牝3,55.0,松本大輝,1:00.4,クビ,5-7,36.5,42.0,8.0,442.0,6.0,[西]新谷功一,前田幸治,0.0,2023110042,01191,01172,948006
202601010101,8,2,2,テイクマイハート,牝3,55.0,池添謙一,1:00.8,2.1/2,6-7,36.7,19.4,7.0,470.0,0.0,[西]森田直行,三田昌宏,0.0,2023103454,01032,01142,872800
202601010102,1,5,5,ヌーンベルク,牝2,55.0,横山武史,1:10.0,,2-2,35.2,3.6,2.0,430.0,0.0,[東]武井亮,ＫＨレーシング,590.0,2024103505,01170,01147,385031
202601010102,2,8,8,トーセンルルド,牝2,55.0,佐々木大,1:10.0,クビ,2-2,35.2,4.1,4.0,454.0,2.0,[東]杉浦宏昭,島川隆哉,240.0,2024106857,01197,01008,270006
202601010102,3,7,7,シガレス,牝2,52.0,和田陽希,1:10.1,3/4,7-7,34.7,157.9,8.0,440.0,-8.0,[西]武幸四郎,中村祐子,150.0,2024105402,01223,01160,373008
202601010102,4,4,4,コックニー,牡2,55.0,丹内祐次,1:10.2,1/2,4-4,35.2,3.3,1.0,488.0,2.0,[東]田中剛,ゴドルフィン,89.0,2024100652,01091,01119,003060
202601010102,5,6,6,ライフイズアート,牝2,55.0,岩田康誠,1:10.3,クビ,1-1,35.6,8.5,5.0,414.0,-4.0,[東]青木孝文,石川秀守,59.0,2024105362,05203,01156,018033
202601010102,6,2,2,ヴィヴィアンリーチ,牝2,52.0,小林美駒,1:10.4,3/4,6-5,35.1,3.7,3.0,430.0,0.0,[西]東田明士,ヒダカ・ブリーダーズ・ユニオン,0.0,2024101989,01206,01209,547800
202601010102,7,3,3,テイクケア,牝2,55.0,横山琉人,1:11.4,6,8-8,35.3,77.8,7.0,432.0,2.0,[東]和田正一,阿津昌弘,0.0,2024106810,01192,01114,445031
202601010102,8,1,1,サノノベリー,牝2,54.0,舟山瑠泉,1:11.4,ハナ,4-6,36.4,29.3,6.0,412.0,-16.0,[東]天間昭一,佐野信幸,0.0,2024100077,01221,01090,735033
202601010103,1,3,3,ヤマメイッカ,牡3,57.0,佐々木大,1:46.6,,4-3-3-3,37.7,2.4,1.0,500.0,4.0,[東]久保田貴,越村哲男,580.0,2023103360,01197,01067,302031
202601010103,2,7,8,ブルーフレア,牡3,57.0,横山武史,1:46.9,1.1/2,1-2-1-1,38.3,4.8,3.0,494.0,2.0,[東]辻哲英,蕭敬意,230.0,2023106046,01170,01182,060034
202601010103,3,6,6,アオイミズホ,牡3,57.0,横山和生,1:47.0,1/2,10-9-8-4,37.2,3.3,2.0,516.0,-8.0,[東]古賀慎明,みずほ,150.0,2023101814,01140,01079,176803
202601010103,4,7,7,メイショウノヴァス,牡3,57.0,小沢大仁,1:47.0,ハナ,5-5-2-2,38.3,24.2,7.0,460.0,-2.0,[西]大橋勇樹,松本好隆,87.0,2023104936,01185,01065,911008
202601010103,5,8,10,マクローリン,牡3,54.0,和田陽希,1:47.7,4,8-8-8-8,37.9,156.5,10.0,460.0,-4.0,[西]加藤公太,風早信昭,58.0,2023101994,01223,01215,784033
202601010103,6,4,4,ダンツアラーム,牝3,55.0,池添謙一,1:48.4,4,7-7-5-5,39.1,19.6,6.0,432.0,2.0,[西]本田優,山元哲二,0.0,2023104027,01032,01099,248005
202601010103,7,2,2,クロームクロス,牡3,57.0,鮫島克駿,1:48.5,1/2,5-5-7-8,39.1,27.1,8.0,460.0,4.0,[西]西園翔太,山田侑司,0.0,2023102887,01157,01196,344034
202601010103,8,1,1,ゴーントゥファー,セ3,56.0,長浜鴻緒,1:48.7,1.1/4,9-10-10-10,37.9,64.3,9.0,470.0,2.0,[東]小島茂之,日下部勝徳,0.0,2023106531,01214,01068,641030
202601010103,9,8,9,ワンダーゾルダート,牡3,57.0,松本大輝,1:49.0,2,2-3-5-7,39.7,13.0,5.0,436.0,0.0,[西]羽月友彦,山本能行,0.0,2023101714,01191,01091,306033
