race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_place_min,odds_place_max,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,1,1.4,1.9,2,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,2,1.6,2.4,3,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,3,17.4,29.5,12,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,4,4.9,8.2,7,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,5,5.7,9.5,9,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,6,12.3,20.8,11,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,7,5.4,9.0,8,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,8,1.7,2.6,4,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,9,1.2,1.5,1,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,10,2.7,4.3,6,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,11,7.0,11.8,10,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:39:00,12,12,7,159199,12,2.0,3.1,5,202609200901,2026-09-20T09:44:02,9,1,2026-09-20T09:45:00,1m,2026-09-20T09:44:00
202606040601,1,2026-09-20,6,1,2026-09-20 09:54:00,15,15,7,814284,1,2.9,10.3,6,202609200601,2026-09-20T09:59:02,6,1,2026-09-20T10:00:00,1m,2026-09-20T09:59:00
202606040601,1,2026-09-20,6,1,2026-09-20 09:54:00,15,15,7,814284,2,4.4,16.3,10,202609200601,2026-09-20T09:59:02,6,1,2026-09-20T10:00:00,1m,2026-09-20T09:59:00
