rt_key,race_id,snapshot_label,target_datetime,post_datetime,acquired_at,delay_seconds,status,rows_saved
202609200911,202609040611,60m,2026-09-20T14:30:00,2026-09-20T15:30:00,2026-09-20T14:30:02,2.001,saved,68
202609200610,202606040610,30m,2026-09-20T14:35:00,2026-09-20T15:05:00,2026-09-20T14:35:02,2.001,saved,68
202609200910,202609040610,10m,2026-09-20T14:40:00,2026-09-20T14:50:00,2026-09-20T14:40:02,2.001,saved,65
202609200910,202609040610,5m,2026-09-20T14:45:00,2026-09-20T14:50:00,2026-09-20T14:45:02,2.001,saved,65
202609200611,202606040611,60m,2026-09-20T14:45:00,2026-09-20T15:45:00,2026-09-20T14:45:02,2.001,saved,59
202609200910,202609040610,1m,2026-09-20T14:49:00,2026-09-20T14:50:00,2026-09-20T14:49:02,2.001,saved,65
202609200910,202609040610,10s,2026-09-20T14:49:50,2026-09-20T14:50:00,2026-09-20T14:49:52,2.001,saved,65
202609200610,202606040610,10m,2026-09-20T14:55:00,2026-09-20T15:05:00,2026-09-20T14:55:02,2.001,saved,68
202609200610,202606040610,5m,2026-09-20T15:00:00,2026-09-20T15:05:00,2026-09-20T15:00:02,2.001,saved,68
202609200911,202609040611,30m,2026-09-20T15:00:00,2026-09-20T15:30:00,2026-09-20T15:00:02,2.001,saved,68
202609200610,202606040610,1m,2026-09-20T15:04:00,2026-09-20T15:05:00,2026-09-20T15:04:02,2.001,saved,68
202609200610,202606040610,10s,2026-09-20T15:04:50,2026-09-20T15:05:00,2026-09-20T15:04:52,2.001,saved,68
202609200912,202609040612,60m,2026-09-20T15:10:00,2026-09-20T16:10:00,2026-09-20T15:10:02,2.001,saved,65
202609200611,202606040611,30m,2026-09-20T15:15:00,2026-09-20T15:45:00,2026-09-20T15:15:02,2.001,saved,59
202609200911,202609040611,10m,2026-09-20T15:20:00,2026-09-20T15:30:00,2026-09-20T15:20:02,2.001,saved,68
202609200911,202609040611,5m,2026-09-20T15:25:00,2026-09-20T15:30:00,2026-09-20T15:25:02,2.001,saved,68
202609200911,202609040611,1m,2026-09-20T15:29:00,2026-09-20T15:30:00,2026-09-20T15:29:02,2.001,saved,68
202609200911,202609040611,10s,2026-09-20T15:29:50,2026-09-20T15:30:00,2026-09-20T15:29:52,2.001,saved,68
202609200612,202606040612,60m,2026-09-20T15:30:00,2026-09-20T16:30:00,2026-09-20T15:30:02,2.001,saved,68
202609200611,202606040611,10m,2026-09-20T15:35:00,2026-09-20T15:45:00,2026-09-20T15:35:02,2.001,saved,59
202609200611,202606040611,5m,2026-09-20T15:40:00,2026-09-20T15:45:00,2026-09-20T15:40:02,2.001,saved,59
202609200912,202609040612,30m,2026-09-20T15:40:00,2026-09-20T16:10:00,2026-09-20T15:40:02,2.001,saved,65
202609200611,202606040611,1m,2026-09-20T15:44:00,2026-09-20T15:45:00,2026-09-20T15:44:02,2.001,saved,59
202609200611,202606040611,10s,2026-09-20T15:44:50,2026-09-20T15:45:00,2026-09-20T15:44:52,2.001,saved,59
202609200912,202609040612,10m,2026-09-20T16:00:00,2026-09-20T16:10:00,2026-09-20T16:00:02,2.0,saved,65
202609200612,202606040612,30m,2026-09-20T16:00:00,2026-09-20T16:30:00,2026-09-20T16:00:02,2.0,saved,68
202609200912,202609040612,5m,2026-09-20T16:05:00,2026-09-20T16:10:00,2026-09-20T16:05:02,2.001,saved,65
202609200912,202609040612,1m,2026-09-20T16:09:00,2026-09-20T16:10:00,2026-09-20T16:09:02,2.002,saved,65
202609200912,202609040612,10s,2026-09-20T16:09:50,2026-09-20T16:10:00,2026-09-20T16:09:52,2.002,saved,65
202609200612,202606040612,10m,2026-09-20T16:20:00,2026-09-20T16:30:00,2026-09-20T16:20:02,2.001,saved,68
202609200612,202606040612,5m,2026-09-20T16:25:00,2026-09-20T16:30:00,2026-09-20T16:25:02,2.002,saved,68
202609200612,202606040612,1m,2026-09-20T16:29:00,2026-09-20T16:30:00,2026-09-20T16:29:02,2.001,saved,68
202609200612,202606040612,10s,2026-09-20T16:29:50,2026-09-20T16:30:00,2026-09-20T16:29:52,2.001,saved,68
