rt_key,race_id,snapshot_label,target_datetime,post_datetime,acquired_at,delay_seconds,status,rows_saved
202609200901,202609040601,60m,2026-09-20T08:45:00,2026-09-20T09:45:00,2026-09-20T08:45:02,2.0,saved,56
202609200601,202606040601,60m,2026-09-20T09:00:00,2026-09-20T10:00:00,2026-09-20T09:00:02,2.001,saved,65
202609200901,202609040601,30m,2026-09-20T09:15:00,2026-09-20T09:45:00,2026-09-20T09:15:02,2.001,saved,56
202609200902,202609040602,60m,2026-09-20T09:20:00,2026-09-20T10:20:00,2026-09-20T09:20:02,2.001,saved,59
202609200601,202606040601,30m,2026-09-20T09:30:00,2026-09-20T10:00:00,2026-09-20T09:30:02,2.001,saved,65
202609200901,202609040601,10m,2026-09-20T09:35:00,2026-09-20T09:45:00,2026-09-20T09:35:02,2.001,saved,56
202609200602,202606040602,60m,2026-09-20T09:35:00,2026-09-20T10:35:00,2026-09-20T09:35:02,2.001,saved,62
202609200901,202609040601,5m,2026-09-20T09:40:00,2026-09-20T09:45:00,2026-09-20T09:40:02,2.001,saved,56
202609200901,202609040601,1m,2026-09-20T09:44:00,2026-09-20T09:45:00,2026-09-20T09:44:02,2.001,saved,56
202609200901,202609040601,10s,2026-09-20T09:44:50,2026-09-20T09:45:00,2026-09-20T09:44:52,2.001,saved,56
202609200601,202606040601,10m,2026-09-20T09:50:00,2026-09-20T10:00:00,2026-09-20T09:50:02,2.001,saved,65
202609200902,202609040602,30m,2026-09-20T09:50:00,2026-09-20T10:20:00,2026-09-20T09:50:02,2.001,saved,59
202609200903,202609040603,60m,2026-09-20T09:50:00,2026-09-20T10:50:00,2026-09-20T09:50:02,2.001,saved,14
202609200601,202606040601,5m,2026-09-20T09:55:00,2026-09-20T10:00:00,2026-09-20T09:55:02,2.001,saved,65
202609200601,202606040601,1m,2026-09-20T09:59:00,2026-09-20T10:00:00,2026-09-20T09:59:02,2.001,saved,65
202609200601,202606040601,10s,2026-09-20T09:59:50,2026-09-20T10:00:00,2026-09-20T09:59:52,2.001,saved,65
202609200602,202606040602,30m,2026-09-20T10:05:00,2026-09-20T10:35:00,2026-09-20T10:05:02,2.001,saved,62
202609200603,202606040603,60m,2026-09-20T10:05:00,2026-09-20T11:05:00,2026-09-20T10:05:02,2.001,saved,59
202609200902,202609040602,10m,2026-09-20T10:10:00,2026-09-20T10:20:00,2026-09-20T10:10:02,2.001,saved,59
202609200902,202609040602,5m,2026-09-20T10:15:00,2026-09-20T10:20:00,2026-09-20T10:15:02,2.001,saved,59
202609200902,202609040602,1m,2026-09-20T10:19:00,2026-09-20T10:20:00,2026-09-20T10:19:02,2.001,saved,59
202609200902,202609040602,10s,2026-09-20T10:19:50,2026-09-20T10:20:00,2026-09-20T10:19:52,2.001,saved,59
202609200903,202609040603,30m,2026-09-20T10:20:00,2026-09-20T10:50:00,2026-09-20T10:20:02,2.001,saved,14
202609200904,202609040604,60m,2026-09-20T10:20:00,2026-09-20T11:20:00,2026-09-20T10:20:02,2.001,saved,65
202609200602,202606040602,10m,2026-09-20T10:25:00,2026-09-20T10:35:00,2026-09-20T10:25:02,2.001,saved,62
202609200602,202606040602,5m,2026-09-20T10:30:00,2026-09-20T10:35:00,2026-09-20T10:30:02,2.001,saved,62
202609200602,202606040602,1m,2026-09-20T10:34:00,2026-09-20T10:35:00,2026-09-20T10:34:02,2.001,saved,62
202609200602,202606040602,10s,2026-09-20T10:34:50,2026-09-20T10:35:00,2026-09-20T10:34:52,2.001,saved,62
202609200603,202606040603,30m,2026-09-20T10:35:00,2026-09-20T11:05:00,2026-09-20T10:35:02,2.001,saved,59
202609200604,202606040604,60m,2026-09-20T10:35:00,2026-09-20T11:35:00,2026-09-20T10:35:02,2.001,saved,68
202609200903,202609040603,10m,2026-09-20T10:40:00,2026-09-20T10:50:00,2026-09-20T10:40:02,2.001,saved,14
202609200903,202609040603,5m,2026-09-20T10:45:00,2026-09-20T10:50:00,2026-09-20T10:45:02,2.001,saved,14
202609200903,202609040603,1m,2026-09-20T10:49:00,2026-09-20T10:50:00,2026-09-20T10:49:02,2.001,saved,14
202609200903,202609040603,10s,2026-09-20T10:49:50,2026-09-20T10:50:00,2026-09-20T10:49:52,2.001,saved,14
202609200904,202609040604,30m,2026-09-20T10:50:00,2026-09-20T11:20:00,2026-09-20T10:50:02,2.001,saved,65
202609200603,202606040603,10m,2026-09-20T10:55:00,2026-09-20T11:05:00,2026-09-20T10:55:02,2.001,saved,59
202609200603,202606040603,5m,2026-09-20T11:00:00,2026-09-20T11:05:00,2026-09-20T11:00:02,2.001,saved,59
202609200603,202606040603,1m,2026-09-20T11:04:00,2026-09-20T11:05:00,2026-09-20T11:04:02,2.001,saved,59
202609200603,202606040603,10s,2026-09-20T11:04:50,2026-09-20T11:05:00,2026-09-20T11:04:52,2.001,saved,59
202609200604,202606040604,30m,2026-09-20T11:05:00,2026-09-20T11:35:00,2026-09-20T11:05:02,2.001,saved,68
202609200904,202609040604,10m,2026-09-20T11:10:00,2026-09-20T11:20:00,2026-09-20T11:10:02,2.001,saved,65
202609200905,202609040605,60m,2026-09-20T11:10:00,2026-09-20T12:10:00,2026-09-20T11:10:02,2.001,saved,62
202609200904,202609040604,5m,2026-09-20T11:15:00,2026-09-20T11:20:00,2026-09-20T11:15:02,2.001,saved,65
202609200904,202609040604,1m,2026-09-20T11:19:00,2026-09-20T11:20:00,2026-09-20T11:19:02,2.001,saved,65
202609200904,202609040604,10s,2026-09-20T11:19:50,2026-09-20T11:20:00,2026-09-20T11:19:52,2.001,saved,65
202609200604,202606040604,10m,2026-09-20T11:25:00,2026-09-20T11:35:00,2026-09-20T11:25:02,2.001,saved,68
202609200605,202606040605,60m,2026-09-20T11:25:00,2026-09-20T12:25:00,2026-09-20T11:25:02,2.001,saved,68
202609200604,202606040604,5m,2026-09-20T11:30:00,2026-09-20T11:35:00,2026-09-20T11:30:02,2.002,saved,68
202609200604,202606040604,1m,2026-09-20T11:34:00,2026-09-20T11:35:00,2026-09-20T11:34:02,2.001,saved,68
202609200604,202606040604,10s,2026-09-20T11:34:50,2026-09-20T11:35:00,2026-09-20T11:34:52,2.001,saved,68
202609200905,202609040605,30m,2026-09-20T11:40:00,2026-09-20T12:10:00,2026-09-20T11:40:02,2.001,saved,62
202609200906,202609040606,60m,2026-09-20T11:40:00,2026-09-20T12:40:00,2026-09-20T11:40:02,2.001,saved,53
202609200605,202606040605,30m,2026-09-20T11:55:00,2026-09-20T12:25:00,2026-09-20T11:55:02,2.001,saved,68
202609200606,202606040606,60m,2026-09-20T11:55:00,2026-09-20T12:55:00,2026-09-20T11:55:02,2.001,saved,62
202609200905,202609040605,10m,2026-09-20T12:00:00,2026-09-20T12:10:00,2026-09-20T12:00:02,2.001,saved,62
202609200905,202609040605,5m,2026-09-20T12:05:00,2026-09-20T12:10:00,2026-09-20T12:05:02,2.002,saved,62
202609200905,202609040605,1m,2026-09-20T12:09:00,2026-09-20T12:10:00,2026-09-20T12:09:02,2.001,saved,62
202609200905,202609040605,10s,2026-09-20T12:09:50,2026-09-20T12:10:00,2026-09-20T12:09:52,2.001,saved,62
202609200906,202609040606,30m,2026-09-20T12:10:00,2026-09-20T12:40:00,2026-09-20T12:10:02,2.001,saved,53
202609200907,202609040607,60m,2026-09-20T12:10:00,2026-09-20T13:10:00,2026-09-20T12:10:02,2.001,saved,56
202609200605,202606040605,10m,2026-09-20T12:15:00,2026-09-20T12:25:00,2026-09-20T12:15:02,2.001,saved,68
202609200605,202606040605,5m,2026-09-20T12:20:00,2026-09-20T12:25:00,2026-09-20T12:20:02,2.002,saved,68
202609200605,202606040605,1m,2026-09-20T12:24:00,2026-09-20T12:25:00,2026-09-20T12:24:02,2.002,saved,68
202609200605,202606040605,10s,2026-09-20T12:24:50,2026-09-20T12:25:00,2026-09-20T12:24:52,2.002,saved,68
202609200606,202606040606,30m,2026-09-20T12:25:00,2026-09-20T12:55:00,2026-09-20T12:25:02,2.001,saved,62
202609200607,202606040607,60m,2026-09-20T12:25:00,2026-09-20T13:25:00,2026-09-20T12:25:02,2.001,saved,72
202609200906,202609040606,10m,2026-09-20T12:30:00,2026-09-20T12:40:00,2026-09-20T12:30:02,2.001,saved,53
202609200906,202609040606,5m,2026-09-20T12:35:00,2026-09-20T12:40:00,2026-09-20T12:35:02,2.001,saved,53
202609200906,202609040606,1m,2026-09-20T12:39:00,2026-09-20T12:40:00,2026-09-20T12:39:02,2.001,saved,53
202609200906,202609040606,10s,2026-09-20T12:39:50,2026-09-20T12:40:00,2026-09-20T12:39:52,2.001,saved,53
202609200907,202609040607,30m,2026-09-20T12:40:00,2026-09-20T13:10:00,2026-09-20T12:40:02,2.001,saved,56
202609200908,202609040608,60m,2026-09-20T12:40:00,2026-09-20T13:40:00,2026-09-20T12:40:02,2.001,saved,65
202609200606,202606040606,10m,2026-09-20T12:45:00,2026-09-20T12:55:00,2026-09-20T12:45:02,2.002,saved,62
202609200606,202606040606,5m,2026-09-20T12:50:00,2026-09-20T12:55:00,2026-09-20T12:50:02,2.001,saved,62
202609200606,202606040606,1m,2026-09-20T12:54:00,2026-09-20T12:55:00,2026-09-20T12:54:02,2.001,saved,62
202609200606,202606040606,10s,2026-09-20T12:54:50,2026-09-20T12:55:00,2026-09-20T12:54:52,2.001,saved,62
202609200607,202606040607,30m,2026-09-20T12:55:00,2026-09-20T13:25:00,2026-09-20T12:55:02,2.001,saved,72
202609200608,202606040608,60m,2026-09-20T12:55:00,2026-09-20T13:55:00,2026-09-20T12:55:02,2.001,saved,68
202609200907,202609040607,10m,2026-09-20T13:00:00,2026-09-20T13:10:00,2026-09-20T13:00:02,2.001,saved,56
202609200907,202609040607,5m,2026-09-20T13:05:00,2026-09-20T13:10:00,2026-09-20T13:05:02,2.001,saved,56
202609200907,202609040607,1m,2026-09-20T13:09:00,2026-09-20T13:10:00,2026-09-20T13:09:02,2.001,saved,56
202609200907,202609040607,10s,2026-09-20T13:09:50,2026-09-20T13:10:00,2026-09-20T13:09:52,2.001,saved,56
202609200908,202609040608,30m,2026-09-20T13:10:00,2026-09-20T13:40:00,2026-09-20T13:10:02,2.001,saved,65
202609200909,202609040609,60m,2026-09-20T13:10:00,2026-09-20T14:10:00,2026-09-20T13:10:02,2.001,saved,50
202609200607,202606040607,10m,2026-09-20T13:15:00,2026-09-20T13:25:00,2026-09-20T13:15:02,2.001,saved,72
202609200607,202606040607,5m,2026-09-20T13:20:00,2026-09-20T13:25:00,2026-09-20T13:20:02,2.001,saved,72
202609200607,202606040607,1m,2026-09-20T13:24:00,2026-09-20T13:25:00,2026-09-20T13:24:02,2.001,saved,72
202609200607,202606040607,10s,2026-09-20T13:24:50,2026-09-20T13:25:00,2026-09-20T13:24:52,2.001,saved,72
202609200608,202606040608,30m,2026-09-20T13:25:00,2026-09-20T13:55:00,2026-09-20T13:25:02,2.001,saved,68
202609200609,202606040609,60m,2026-09-20T13:25:00,2026-09-20T14:25:00,2026-09-20T13:25:02,2.001,saved,56
202609200908,202609040608,10m,2026-09-20T13:30:00,2026-09-20T13:40:00,2026-09-20T13:30:02,2.001,saved,65
202609200908,202609040608,5m,2026-09-20T13:35:00,2026-09-20T13:40:00,2026-09-20T13:35:02,2.001,saved,65
202609200908,202609040608,1m,2026-09-20T13:39:00,2026-09-20T13:40:00,2026-09-20T13:39:02,2.001,saved,65
202609200908,202609040608,10s,2026-09-20T13:39:50,2026-09-20T13:40:00,2026-09-20T13:39:52,2.001,saved,65
202609200909,202609040609,30m,2026-09-20T13:40:00,2026-09-20T14:10:00,2026-09-20T13:40:02,2.001,saved,50
202609200608,202606040608,10m,2026-09-20T13:45:00,2026-09-20T13:55:00,2026-09-20T13:45:02,2.001,saved,68
202609200608,202606040608,5m,2026-09-20T13:50:00,2026-09-20T13:55:00,2026-09-20T13:50:02,2.001,saved,68
202609200910,202609040610,60m,2026-09-20T13:50:00,2026-09-20T14:50:00,2026-09-20T13:50:02,2.001,saved,65
202609200608,202606040608,1m,2026-09-20T13:54:00,2026-09-20T13:55:00,2026-09-20T13:54:02,2.001,saved,68
202609200608,202606040608,10s,2026-09-20T13:54:50,2026-09-20T13:55:00,2026-09-20T13:54:52,2.001,saved,68
202609200609,202606040609,30m,2026-09-20T13:55:00,2026-09-20T14:25:00,2026-09-20T13:55:02,2.001,saved,56
202609200909,202609040609,10m,2026-09-20T14:00:00,2026-09-20T14:10:00,2026-09-20T14:00:02,2.001,saved,50
202609200909,202609040609,5m,2026-09-20T14:05:00,2026-09-20T14:10:00,2026-09-20T14:05:02,2.001,saved,50
202609200610,202606040610,60m,2026-09-20T14:05:00,2026-09-20T15:05:00,2026-09-20T14:05:02,2.001,saved,68
202609200909,202609040609,1m,2026-09-20T14:09:00,2026-09-20T14:10:00,2026-09-20T14:09:02,2.001,saved,50
202609200909,202609040609,10s,2026-09-20T14:09:50,2026-09-20T14:10:00,2026-09-20T14:09:52,2.001,saved,50
202609200609,202606040609,10m,2026-09-20T14:15:00,2026-09-20T14:25:00,2026-09-20T14:15:02,2.001,saved,56
202609200609,202606040609,5m,2026-09-20T14:20:00,2026-09-20T14:25:00,2026-09-20T14:20:02,2.001,saved,56
202609200910,202609040610,30m,2026-09-20T14:20:00,2026-09-20T14:50:00,2026-09-20T14:20:02,2.001,saved,65
202609200609,202606040609,1m,2026-09-20T14:24:00,2026-09-20T14:25:00,2026-09-20T14:24:02,2.001,saved,56
202609200609,202606040609,10s,2026-09-20T14:24:50,2026-09-20T14:25:00,2026-09-20T14:24:52,2.001,saved,56
