race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,kumiban,odds_wakuren,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,12,19.1,10,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,13,92.3,24,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,14,69.3,20,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,15,31.0,14,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,16,15.7,6,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,17,6.7,2,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,18,19.0,9,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,23,108.5,28,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,24,79.7,21,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,25,36.6,17,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,26,17.8,7,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,27,8.9,4,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,28,27.0,12,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,34,141.2,31,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,35,110.6,29,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,36,114.9,30,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,37,52.1,18,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,38,88.1,23,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,45,105.6,26,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,46,60.4,19,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,47,34.5,16,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,48,79.7,21,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,55,244.3,32,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,56,30.4,13,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,57,14.9,5,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,58,31.5,15,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,66,107.5,27,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,67,6.4,1,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,68,18.2,8,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,77,26.0,11,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,78,7.4,3,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,15131,88,99.3,25,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
