race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,kumiban,odds_wakuren,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,12,17.6,9,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,13,100.3,26,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,14,68.0,20,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,15,34.4,14,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,16,13.9,5,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,17,6.6,2,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,18,17.9,10,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,23,123.8,30,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,24,80.8,21,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,25,40.1,17,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
202609040601,1,2026-09-20,9,1,2026-09-20 09:11:00,12,12,7,20455,26,17.4,8,202609200901,2026-09-20T09:15:02,9,1,2026-09-20T09:45:00,30m,2026-09-20T09:15:00
