race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_win,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,1,5.1,2,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,2,11.0,5,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,3,65.8,12,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,4,26.3,8,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,5,22.8,7,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,6,41.4,10,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,7,35.8,9,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,8,6.5,4,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,9,2.5,1,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,10,17.4,6,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,11,43.5,11,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202609040601,1,2026-09-20,9,1,2026-09-20 08:39:00,12,12,7,31446,12,5.1,2,202609200901,2026-09-20T08:45:02,9,1,2026-09-20T09:45:00,60m,2026-09-20T08:45:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,1,25.7,7,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,2,34.5,9,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,3,71.8,13,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,4,6.1,2,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,5,57.4,12,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,6,15.1,4,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,7,52.9,11,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,8,1.5,1,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,9,13.0,3,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,10,25.0,6,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,11,99.0,15,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,12,37.5,10,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,13,82.5,14,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,14,28.5,8,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202606040601,1,2026-09-20,6,1,2026-09-20 08:55:00,15,15,7,79621,15,19.2,5,202609200601,2026-09-20T09:00:02,6,1,2026-09-20T10:00:00,60m,2026-09-20T09:00:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,1,7.0,4,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,2,5.3,2,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,3,19.6,8,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,4,32.5,10,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,5,43.4,11,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,6,14.5,6,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,7,2.7,1,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,8,6.6,3,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,9,19.1,7,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,10,8.8,5,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,11,22.6,9,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,12,53.0,12,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202609040602,1,2026-09-20,9,2,2026-09-20 09:17:00,13,13,7,46911,13,99.5,13,202609200902,2026-09-20T09:20:02,9,2,2026-09-20T10:20:00,60m,2026-09-20T09:20:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,1,18.2,7,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,2,12.8,5,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,3,3.9,2,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,4,11.1,4,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,5,21.9,8,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,6,64.3,13,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,7,38.5,11,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,8,16.8,6,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,9,56.2,12,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,10,36.3,10,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,11,2.5,1,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,12,7.0,3,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,13,32.6,9,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202606040602,1,2026-09-20,6,2,2026-09-20 09:29:00,14,14,7,30581,14,69.7,14,202609200602,2026-09-20T09:35:02,6,2,2026-09-20T10:35:00,60m,2026-09-20T09:35:00
202609040603,1,2026-09-20,9,3,2026-09-20 09:49:00,7,7,7,110086,1,71.6,7,202609200903,2026-09-20T09:50:02,9,3,2026-09-20T10:50:00,60m,2026-09-20T09:50:00
202609040603,1,2026-09-20,9,3,2026-09-20 09:49:00,7,7,7,110086,2,19.0,3,202609200903,2026-09-20T09:50:02,9,3,2026-09-20T10:50:00,60m,2026-09-20T09:50:00
202609040603,1,2026-09-20,9,3,2026-09-20 09:49:00,7,7,7,110086,3,14.6,2,202609200903,2026-09-20T09:50:02,9,3,2026-09-20T10:50:00,60m,2026-09-20T09:50:00
202609040603,1,2026-09-20,9,3,2026-09-20 09:49:00,7,7,7,110086,4,60.4,6,202609200903,2026-09-20T09:50:02,9,3,2026-09-20T10:50:00,60m,2026-09-20T09:50:00
202609040603,1,2026-09-20,9,3,2026-09-20 09:49:00,7,7,7,110086,5,32.4,4,202609200903,2026-09-20T09:50:02,9,3,2026-09-20T10:50:00,60m,2026-09-20T09:50:00
202609040603,1,2026-09-20,9,3,2026-09-20 09:49:00,7,7,7,110086,6,47.4,5,202609200903,2026-09-20T09:50:02,9,3,2026-09-20T10:50:00,60m,2026-09-20T09:50:00
202609040603,1,2026-09-20,9,3,2026-09-20 09:49:00,7,7,7,110086,7,1.1,1,202609200903,2026-09-20T09:50:02,9,3,2026-09-20T10:50:00,60m,2026-09-20T09:50:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,1,44.3,12,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,2,16.4,6,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,3,6.5,3,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,4,38.7,11,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,5,28.3,9,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,6,6.4,2,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,7,13.6,5,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,8,34.7,10,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,9,22.3,8,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,10,7.6,4,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,11,55.2,13,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,12,17.3,7,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202606040603,1,2026-09-20,6,3,2026-09-20 09:59:00,13,13,7,42208,13,2.2,1,202609200603,2026-09-20T10:05:02,6,3,2026-09-20T11:05:00,60m,2026-09-20T10:05:00
202609040604,1,2026-09-20,9,4,2026-09-20 10:18:00,15,15,7,38621,1,19.4,8,202609200904,2026-09-20T10:20:02,9,4,2026-09-20T11:20:00,60m,2026-09-20T10:20:00
202609040604,1,2026-09-20,9,4,2026-09-20 10:18:00,15,15,7,38621,2,44.8,13,202609200904,2026-09-20T10:20:02,9,4,2026-09-20T11:20:00,60m,2026-09-20T10:20:00
202609040604,1,2026-09-20,9,4,2026-09-20 10:18:00,15,15,7,38621,3,7.3,3,202609200904,2026-09-20T10:20:02,9,4,2026-09-20T11:20:00,60m,2026-09-20T10:20:00
202609040604,1,2026-09-20,9,4,2026-09-20 10:18:00,15,15,7,38621,4,76.8,15,202609200904,2026-09-20T10:20:02,9,4,2026-09-20T11:20:00,60m,2026-09-20T10:20:00
202609040604,1,2026-09-20,9,4,2026-09-20 10:18:00,15,15,7,38621,5,12.4,6,202609200904,2026-09-20T10:20:02,9,4,2026-09-20T11:20:00,60m,2026-09-20T10:20:00
