race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,kumiban,odds_wakuren,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,12,121.8,27,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,13,78.8,22,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,14,158.6,29,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,15,179.5,31,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,16,66.2,20,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,17,119.6,26,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,18,40.3,15,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,23,106.5,25,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,24,146.7,28,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,25,96.7,23,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,26,73.3,21,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,27,96.7,23,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,28,45.3,16,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,34,35.1,14,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,35,25.1,12,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,36,8.8,3,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,37,34.1,13,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:05:00,11,11,7,17605,38,7.5,2,202609190906,2026-09-19T12:10:02,9,6,2026-09-19T12:40:00,30m,2026-09-19T12:10:00
