race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_win,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,1,30.6,6,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,2,2.8,2,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,3,17.5,4,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,4,80.3,11,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,5,59.3,10,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,6,1.7,1,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,7,13.6,3,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,8,32.7,7,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,9,24.3,5,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,10,33.5,8,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,11,38.9,9,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202606040505,1,2026-09-19,6,5,2026-09-19 12:19:00,12,12,7,273998,12,154.0,12,202609190605,2026-09-19T12:20:02,6,5,2026-09-19T12:25:00,5m,2026-09-19T12:20:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,1,47.1,9,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,2,81.7,11,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,3,4.3,2,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,4,17.7,8,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,5,10.5,6,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,6,10.0,5,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,7,5.9,3,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,8,13.2,7,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,9,70.0,10,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,10,2.9,1,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202609040506,1,2026-09-19,9,6,2026-09-19 12:34:00,11,11,7,172123,11,7.5,4,202609190906,2026-09-19T12:35:02,9,6,2026-09-19T12:40:00,5m,2026-09-19T12:35:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,1,39.0,10,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,2,25.0,6,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,3,9.6,3,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,4,38.9,9,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,5,25.4,7,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,6,29.9,8,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,7,125.3,12,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,8,51.3,11,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,9,11.0,4,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,10,1.5,1,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,11,15.6,5,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
202606040506,1,2026-09-19,6,6,2026-09-19 12:49:00,12,12,7,244051,12,5.8,2,202609190606,2026-09-19T12:50:02,6,6,2026-09-19T12:55:00,5m,2026-09-19T12:50:00
