race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_place_min,odds_place_max,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime,source_age_seconds,odds_dataspec
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,1,2.3,8.0,6.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,2,2.3,7.9,5.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,3,1.1,1.1,1.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,4,4.3,16.2,8.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,5,1.4,4.3,3.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,6,1.5,4.7,4.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,7,3.9,14.3,7.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,115057,8,1.1,2.1,2.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 09:33:00,10,0,7,83579,1,1.6,2.4,3.0,202609210902,2026-09-21T09:35:02,9,2,2026-09-21T10:35:00,60m,2026-09-21T09:35:00,120.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 09:33:00,10,0,7,83579,2,3.5,5.5,7.0,202609210902,2026-09-21T09:35:02,9,2,2026-09-21T10:35:00,60m,2026-09-21T09:35:00,120.0,0B31
