race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_place_min,odds_place_max,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime,source_age_seconds,odds_dataspec
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,1,2.5,9.1,6.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,2,2.3,8.3,5.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,3,1.1,1.1,1.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,4,4.5,17.8,8.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,5,1.5,4.7,4.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,6,1.4,4.3,3.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,7,3.9,15.2,7.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:54:00,8,0,7,407574,8,1.1,1.8,2.0,202609210901,2026-09-21T09:55:02,9,1,2026-09-21T10:00:00,5m,2026-09-21T09:55:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,1,1.4,2.1,3.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,2,4.6,7.4,7.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,3,1.7,2.5,4.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,4,19.9,32.7,10.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,5,1.2,1.6,1.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,6,10.5,17.2,9.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,7,2.3,3.5,6.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,8,1.9,2.9,5.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,9,1.4,1.9,2.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:29:00,10,0,7,456815,10,5.9,9.6,8.0,202609210902,2026-09-21T10:30:02,9,2,2026-09-21T10:35:00,5m,2026-09-21T10:30:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,1,4.5,8.4,8.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,2,13.4,25.5,13.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,3,1.6,2.7,3.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,4,1.4,2.2,2.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,5,3.5,6.3,6.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,6,1.6,2.7,3.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,7,9.8,18.6,11.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,8,5.4,10.0,9.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,9,1.1,1.2,1.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,10,11.1,21.1,12.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,11,6.2,11.7,10.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,12,4.2,7.7,7.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040703,1,2026-09-21,9,3,2026-09-21 10:59:00,13,0,7,453226,13,2.5,4.5,5.0,202609210903,2026-09-21T11:00:02,9,3,2026-09-21T11:05:00,5m,2026-09-21T11:00:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,1,1.4,1.9,2.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,2,9.2,14.5,13.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,3,1.7,2.5,4.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,4,5.5,8.5,8.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,5,6.7,10.4,11.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,6,5.4,8.4,7.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,7,6.2,9.7,10.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,8,35.5,55.9,15.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,9,7.2,11.3,12.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,10,5.5,8.5,8.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,11,1.6,2.2,3.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,12,2.5,3.7,5.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,13,4.7,7.3,6.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,14,15.9,25.0,14.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040704,1,2026-09-21,9,4,2026-09-21 11:29:00,15,0,7,381826,15,1.4,1.8,1.0,202609210904,2026-09-21T11:30:02,9,4,2026-09-21T11:35:00,5m,2026-09-21T11:30:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,1,6.6,12.3,8.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,2,9.6,17.9,10.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,3,1.4,2.2,3.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,4,2.7,4.8,6.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,5,8.5,15.8,9.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,6,1.1,1.4,1.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,7,1.2,1.6,2.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,8,4.0,7.2,7.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,9,2.4,4.3,5.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040705,1,2026-09-21,9,5,2026-09-21 12:19:00,10,0,7,346312,10,1.5,2.5,4.0,202609210905,2026-09-21T12:20:02,9,5,2026-09-21T12:25:00,5m,2026-09-21T12:20:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,1,8.9,13.1,14.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,2,8.3,12.2,12.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,3,8.9,13.0,13.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,4,2.4,3.3,3.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,5,2.9,4.0,6.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,6,2.0,2.7,2.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,7,6.2,9.0,11.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,8,3.2,4.5,7.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,9,15.4,22.5,15.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,10,3.6,5.2,8.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,11,1.4,1.6,1.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,12,3.9,5.6,9.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,13,2.5,3.5,4.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
202609040706,1,2026-09-21,9,6,2026-09-21 12:49:00,15,0,7,452210,14,2.6,3.6,5.0,202609210906,2026-09-21T12:50:02,9,6,2026-09-21T12:55:00,5m,2026-09-21T12:50:00,60.0,0B31
