race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_win,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime,source_age_seconds,odds_dataspec
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,1,20.1,6.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,2,16.9,5.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,3,1.9,1.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,4,44.2,8.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,5,9.0,4.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,6,8.1,3.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,7,35.0,7.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:29:00,8,0,7,103846,8,2.9,2.0,202609210901,2026-09-21T09:30:02,9,1,2026-09-21T10:00:00,30m,2026-09-21T09:30:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:04:00,10,0,7,122725,1,3.6,1.0,202609210902,2026-09-21T10:05:02,9,2,2026-09-21T10:35:00,30m,2026-09-21T10:05:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:04:00,10,0,7,122725,2,24.7,7.0,202609210902,2026-09-21T10:05:02,9,2,2026-09-21T10:35:00,30m,2026-09-21T10:05:00,60.0,0B31
