race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_win,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime,source_age_seconds,odds_dataspec
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,1,19.2,6.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,2,15.6,5.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,3,1.9,1.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,4,41.6,8.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,5,9.2,4.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,6,8.7,3.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,7,34.7,7.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 08:59:00,8,0,7,69899,8,2.9,2.0,202609210901,2026-09-21T09:00:02,9,1,2026-09-21T10:00:00,60m,2026-09-21T09:00:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 09:33:00,10,0,7,86691,1,3.5,1.0,202609210902,2026-09-21T09:35:02,9,2,2026-09-21T10:35:00,60m,2026-09-21T09:35:00,120.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 09:33:00,10,0,7,86691,2,24.7,7.0,202609210902,2026-09-21T09:35:02,9,2,2026-09-21T10:35:00,60m,2026-09-21T09:35:00,120.0,0B31
