race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,kumiban,odds_wakuren,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime,source_age_seconds,odds_dataspec
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,12,63.1,15.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,13,15.3,9.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,14,150.4,24.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,15,8.9,5.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,16,155.8,26.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,17,8.5,4.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,18,12.4,7.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,23,79.9,17.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,24,312.8,29.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,25,50.9,13.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,26,273.4,28.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,27,46.3,12.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,28,58.9,14.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,34,185.0,27.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,35,10.5,6.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,36,126.7,22.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,37,12.9,8.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,38,15.7,10.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,45,146.3,23.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,46,324.4,30.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,47,109.5,21.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,48,152.0,25.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,56,97.0,20.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,57,6.9,2.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,58,6.5,1.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,67,93.5,19.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,68,87.1,18.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,54349,77,35.2,11.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
