race_id,data_kubun,made_date,keibajo_code,race_num,happyo_datetime,toroku_tosu,syusso_tosu,hatsubai_flag,hyosu_total,umaban,odds_win,ninkijun,rt_key,acquired_at,venue_code,race_number,post_datetime,snapshot_label,target_datetime,source_age_seconds,odds_dataspec
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,1,28.1,6.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,2,21.9,5.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,3,2.0,1.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,4,57.8,8.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,5,10.4,4.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,6,8.9,3.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,7,43.9,7.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040701,1,2026-09-21,9,1,2026-09-21 09:49:00,8,0,7,233427,8,2.3,2.0,202609210901,2026-09-21T09:50:02,9,1,2026-09-21T10:00:00,10m,2026-09-21T09:50:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,341757,1,4.1,2.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,341757,2,28.4,7.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,341757,3,5.6,4.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
202609040702,1,2026-09-21,9,2,2026-09-21 10:24:00,10,0,7,341757,4,85.3,10.0,202609210902,2026-09-21T10:25:02,9,2,2026-09-21T10:35:00,10m,2026-09-21T10:25:00,60.0,0B31
