date,time,post_datetime,race_id,rt_key,venue_code,kai,day,race_number,race_name,access_d_cname,shutuba_url
2026-09-19,09:45,2026-09-19T09:45,202609040501,202609190901,09,04,05,1,検索ウィンドウ,pw01dde0109202604050120260919/3A,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050120260919%2F3A
2026-09-19,10:00,2026-09-19T10:00,202606040501,202609190601,06,04,05,1,検索ウィンドウ,pw01dde0106202604050120260919/5C,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050120260919%2F5C
2026-09-19,10:15,2026-09-19T10:15,202609040502,202609190902,09,04,05,2,検索ウィンドウ,pw01dde0109202604050220260919/EF,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050220260919%2FEF
2026-09-19,10:30,2026-09-19T10:30,202606040502,202609190602,06,04,05,2,検索ウィンドウ,pw01dde0106202604050220260919/11,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050220260919%2F11
2026-09-19,10:45,2026-09-19T10:45,202609040503,202609190903,09,04,05,3,検索ウィンドウ,pw01dde0109202604050320260919/A4,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050320260919%2FA4
2026-09-19,11:00,2026-09-19T11:00,202606040503,202609190603,06,04,05,3,検索ウィンドウ,pw01dde0106202604050320260919/C6,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050320260919%2FC6
2026-09-19,11:20,2026-09-19T11:20,202609040504,202609190904,09,04,05,4,検索ウィンドウ,pw01dde0109202604050420260919/59,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050420260919%2F59
2026-09-19,11:35,2026-09-19T11:35,202606040504,202609190604,06,04,05,4,検索ウィンドウ,pw01dde0106202604050420260919/7B,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050420260919%2F7B
2026-09-19,12:10,2026-09-19T12:10,202609040505,202609190905,09,04,05,5,検索ウィンドウ,pw01dde0109202604050520260919/0E,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050520260919%2F0E
2026-09-19,12:25,2026-09-19T12:25,202606040505,202609190605,06,04,05,5,検索ウィンドウ,pw01dde0106202604050520260919/30,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050520260919%2F30
2026-09-19,12:40,2026-09-19T12:40,202609040506,202609190906,09,04,05,6,検索ウィンドウ,pw01dde0109202604050620260919/C3,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050620260919%2FC3
2026-09-19,12:55,2026-09-19T12:55,202606040506,202609190606,06,04,05,6,検索ウィンドウ,pw01dde0106202604050620260919/E5,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050620260919%2FE5
2026-09-19,13:10,2026-09-19T13:10,202609040507,202609190907,09,04,05,7,検索ウィンドウ,pw01dde0109202604050720260919/78,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050720260919%2F78
2026-09-19,13:25,2026-09-19T13:25,202606040507,202609190607,06,04,05,7,検索ウィンドウ,pw01dde0106202604050720260919/9A,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050720260919%2F9A
2026-09-19,13:40,2026-09-19T13:40,202609040508,202609190908,09,04,05,8,検索ウィンドウ,pw01dde0109202604050820260919/2D,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050820260919%2F2D
2026-09-19,13:55,2026-09-19T13:55,202606040508,202609190608,06,04,05,8,検索ウィンドウ,pw01dde0106202604050820260919/4F,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050820260919%2F4F
2026-09-19,14:10,2026-09-19T14:10,202609040509,202609190909,09,04,05,9,検索ウィンドウ,pw01dde0109202604050920260919/E2,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604050920260919%2FE2
2026-09-19,14:25,2026-09-19T14:25,202606040509,202609190609,06,04,05,9,検索ウィンドウ,pw01dde0106202604050920260919/04,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604050920260919%2F04
2026-09-19,14:50,2026-09-19T14:50,202609040510,202609190910,09,04,05,10,検索ウィンドウ,pw01dde0109202604051020260919/D7,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604051020260919%2FD7
2026-09-19,15:05,2026-09-19T15:05,202606040510,202609190610,06,04,05,10,検索ウィンドウ,pw01dde0106202604051020260919/F9,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604051020260919%2FF9
2026-09-19,15:30,2026-09-19T15:30,202609040511,202609190911,09,04,05,11,検索ウィンドウ,pw01dde0109202604051120260919/8C,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604051120260919%2F8C
2026-09-19,15:45,2026-09-19T15:45,202606040511,202609190611,06,04,05,11,検索ウィンドウ,pw01dde0106202604051120260919/AE,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604051120260919%2FAE
2026-09-19,16:10,2026-09-19T16:10,202609040512,202609190912,09,04,05,12,検索ウィンドウ,pw01dde0109202604051220260919/41,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0109202604051220260919%2F41
2026-09-19,16:30,2026-09-19T16:30,202606040512,202609190612,06,04,05,12,検索ウィンドウ,pw01dde0106202604051220260919/63,https://www.jra.go.jp/JRADB/accessD.html?CNAME=pw01dde0106202604051220260919%2F63
