race_id,rt_key,date,post_datetime,umaban,odds_win_60m,hyosu_total_60m,happyo_datetime_60m,odds_win_30m,hyosu_total_30m,happyo_datetime_30m,odds_win_10m,hyosu_total_10m,happyo_datetime_10m,odds_win_5m,hyosu_total_5m,happyo_datetime_5m,odds_win_3m,hyosu_total_3m,happyo_datetime_3m,odds_win_1m,hyosu_total_1m,happyo_datetime_1m
201801010101,201807280101,2018-07-28,09:55:00,01,1.1,762050.0,08:55:00,1.1,917870,09:22:00,1.1,1325330,09:44:00,1.1,2006060,09:50:00,1.1,2006060,09:50:00,1.1,2006060,09:50:00
201801010101,201807280101,2018-07-28,09:55:00,02,64.8,762050.0,08:55:00,53.4,917870,09:22:00,32.4,1325330,09:44:00,39.1,2006060,09:50:00,39.1,2006060,09:50:00,39.1,2006060,09:50:00
201801010101,201807280101,2018-07-28,09:55:00,03,13.0,762050.0,08:55:00,11.6,917870,09:22:00,8.1,1325330,09:44:00,8.6,2006060,09:50:00,8.6,2006060,09:50:00,8.6,2006060,09:50:00
201801010101,201807280101,2018-07-28,09:55:00,04,57.3,762050.0,08:55:00,46.2,917870,09:22:00,35.4,1325330,09:44:00,42.1,2006060,09:50:00,42.1,2006060,09:50:00,42.1,2006060,09:50:00
201801010101,201807280101,2018-07-28,09:55:00,05,39.8,762050.0,08:55:00,34.8,917870,09:22:00,27.7,1325330,09:44:00,33.6,2006060,09:50:00,33.6,2006060,09:50:00,33.6,2006060,09:50:00
201801010101,201807280101,2018-07-28,09:55:00,06,10.9,762050.0,08:55:00,8.6,917870,09:22:00,6.0,1325330,09:44:00,6.8,2006060,09:50:00,6.8,2006060,09:50:00,6.8,2006060,09:50:00
201801010102,201807280102,2018-07-28,10:20:00,01,23.2,168300.0,09:11:00,20.4,224910,09:41:00,17.3,463590,10:09:00,17.6,630800,10:14:00,17.6,630800,10:14:00,17.6,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,02,43.8,168300.0,09:11:00,44.5,224910,09:41:00,52.3,463590,10:09:00,57.1,630800,10:14:00,57.1,630800,10:14:00,57.1,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,03,2.3,168300.0,09:11:00,2.3,224910,09:41:00,2.3,463590,10:09:00,2.2,630800,10:14:00,2.2,630800,10:14:00,2.2,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,04,11.8,168300.0,09:11:00,9.8,224910,09:41:00,10.7,463590,10:09:00,12.1,630800,10:14:00,12.1,630800,10:14:00,12.1,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,05,57.0,168300.0,09:11:00,57.8,224910,09:41:00,73.7,463590,10:09:00,78.3,630800,10:14:00,78.3,630800,10:14:00,78.3,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,06,52.5,168300.0,09:11:00,61.4,224910,09:41:00,85.6,463590,10:09:00,104.0,630800,10:14:00,104.0,630800,10:14:00,104.0,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,07,5.4,168300.0,09:11:00,5.6,224910,09:41:00,5.3,463590,10:09:00,4.5,630800,10:14:00,4.5,630800,10:14:00,4.5,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,08,10.1,168300.0,09:11:00,9.5,224910,09:41:00,8.1,463590,10:09:00,9.3,630800,10:14:00,9.3,630800,10:14:00,9.3,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,09,84.1,168300.0,09:11:00,73.4,224910,09:41:00,96.3,463590,10:09:00,106.6,630800,10:14:00,106.6,630800,10:14:00,106.6,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,10,24.1,168300.0,09:11:00,23.2,224910,09:41:00,21.1,463590,10:09:00,23.1,630800,10:14:00,23.1,630800,10:14:00,23.1,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,11,23.6,168300.0,09:11:00,24.3,224910,09:41:00,33.5,463590,10:09:00,39.4,630800,10:14:00,39.4,630800,10:14:00,39.4,630800,10:14:00
201801010102,201807280102,2018-07-28,10:20:00,12,3.7,168300.0,09:11:00,4.0,224910,09:41:00,4.2,463590,10:09:00,4.5,630800,10:14:00,4.5,630800,10:14:00,4.5,630800,10:14:00
201801010103,201807280103,2018-07-28,10:45:00,01,30.9,158080.0,09:42:00,26.0,195530,10:10:00,22.6,393550,10:34:00,30.6,617590,10:39:00,30.6,617590,10:39:00,30.6,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,02,32.9,158080.0,09:42:00,28.4,195530,10:10:00,34.6,393550,10:34:00,39.3,617590,10:39:00,39.3,617590,10:39:00,39.3,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,03,2.4,158080.0,09:42:00,2.5,195530,10:10:00,3.2,393550,10:34:00,3.6,617590,10:39:00,3.6,617590,10:39:00,3.6,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,04,16.6,158080.0,09:42:00,15.3,195530,10:10:00,20.8,393550,10:34:00,24.9,617590,10:39:00,24.9,617590,10:39:00,24.9,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,05,4.7,158080.0,09:42:00,4.5,195530,10:10:00,3.8,393550,10:34:00,3.6,617590,10:39:00,3.6,617590,10:39:00,3.6,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,06,10.4,158080.0,09:42:00,11.2,195530,10:10:00,8.2,393550,10:34:00,7.7,617590,10:39:00,7.7,617590,10:39:00,7.7,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,07,9.0,158080.0,09:42:00,9.7,195530,10:10:00,13.0,393550,10:34:00,13.5,617590,10:39:00,13.5,617590,10:39:00,13.5,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,08,12.6,158080.0,09:42:00,12.6,195530,10:10:00,10.1,393550,10:34:00,10.5,617590,10:39:00,10.5,617590,10:39:00,10.5,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,09,6.9,158080.0,09:42:00,6.0,195530,10:10:00,4.7,393550,10:34:00,3.8,617590,10:39:00,3.8,617590,10:39:00,3.8,617590,10:39:00
201801010103,201807280103,2018-07-28,10:45:00,10,14.5,158080.0,09:42:00,15.2,195530,10:10:00,17.6,393550,10:34:00,21.8,617590,10:39:00,21.8,617590,10:39:00,21.8,617590,10:39:00
201801010104,201807280104,2018-07-28,11:15:00,01,5.4,196990.0,10:12:00,5.6,288840,10:45:00,4.8,599420,11:04:00,4.7,833150,11:09:00,4.7,833150,11:09:00,4.7,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,02,23.8,196990.0,10:12:00,28.0,288840,10:45:00,31.3,599420,11:04:00,37.1,833150,11:09:00,37.1,833150,11:09:00,37.1,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,03,25.0,196990.0,10:12:00,27.7,288840,10:45:00,32.2,599420,11:04:00,28.0,833150,11:09:00,28.0,833150,11:09:00,28.0,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,04,43.5,196990.0,10:12:00,45.9,288840,10:45:00,55.3,599420,11:04:00,57.7,833150,11:09:00,57.7,833150,11:09:00,57.7,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,05,17.2,196990.0,10:12:00,21.8,288840,10:45:00,30.1,599420,11:04:00,34.2,833150,11:09:00,34.2,833150,11:09:00,34.2,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,06,8.1,196990.0,10:12:00,10.0,288840,10:45:00,11.7,599420,11:04:00,13.2,833150,11:09:00,13.2,833150,11:09:00,13.2,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,07,3.5,196990.0,10:12:00,3.7,288840,10:45:00,2.8,599420,11:04:00,2.7,833150,11:09:00,2.7,833150,11:09:00,2.7,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,08,10.5,196990.0,10:12:00,10.8,288840,10:45:00,11.3,599420,11:04:00,8.4,833150,11:09:00,8.4,833150,11:09:00,8.4,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,09,199.4,196990.0,10:12:00,215.9,288840,10:45:00,309.3,599420,11:04:00,347.1,833150,11:09:00,347.1,833150,11:09:00,347.1,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,10,19.3,196990.0,10:12:00,21.2,288840,10:45:00,25.7,599420,11:04:00,32.2,833150,11:09:00,32.2,833150,11:09:00,32.2,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,11,16.1,196990.0,10:12:00,18.9,288840,10:45:00,21.0,599420,11:04:00,13.5,833150,11:09:00,13.5,833150,11:09:00,13.5,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,12,135.8,196990.0,10:12:00,100.4,288840,10:45:00,159.3,599420,11:04:00,187.7,833150,11:09:00,187.7,833150,11:09:00,187.7,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,13,17.7,196990.0,10:12:00,22.8,288840,10:45:00,27.4,599420,11:04:00,27.1,833150,11:09:00,27.1,833150,11:09:00,27.1,833150,11:09:00
201801010104,201807280104,2018-07-28,11:15:00,14,4.5,196990.0,10:12:00,3.1,288840,10:45:00,3.6,599420,11:04:00,4.4,833150,11:09:00,4.4,833150,11:09:00,4.4,833150,11:09:00
201801010105,201807280105,2018-07-28,12:05:00,01,7.9,877440.0,11:00:00,9.2,1267370,11:31:00,11.2,2867090,11:54:00,11.1,4121670,12:00:00,11.1,4121670,12:00:00,11.1,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,02,46.4,877440.0,11:00:00,53.5,1267370,11:31:00,54.9,2867090,11:54:00,57.6,4121670,12:00:00,57.6,4121670,12:00:00,57.6,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,03,61.3,877440.0,11:00:00,70.8,1267370,11:31:00,93.2,2867090,11:54:00,105.2,4121670,12:00:00,105.2,4121670,12:00:00,105.2,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,04,144.8,877440.0,11:00:00,177.9,1267370,11:31:00,144.8,2867090,11:54:00,158.4,4121670,12:00:00,158.4,4121670,12:00:00,158.4,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,05,8.9,877440.0,11:00:00,7.4,1267370,11:31:00,5.7,2867090,11:54:00,5.6,4121670,12:00:00,5.6,4121670,12:00:00,5.6,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,06,33.4,877440.0,11:00:00,34.8,1267370,11:31:00,33.0,2867090,11:54:00,34.6,4121670,12:00:00,34.6,4121670,12:00:00,34.6,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,07,197.7,877440.0,11:00:00,212.8,1267370,11:31:00,237.8,2867090,11:54:00,248.7,4121670,12:00:00,248.7,4121670,12:00:00,248.7,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,08,19.9,877440.0,11:00:00,21.7,1267370,11:31:00,26.2,2867090,11:54:00,24.0,4121670,12:00:00,24.0,4121670,12:00:00,24.0,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,09,301.8,877440.0,11:00:00,367.6,1267370,11:31:00,412.9,2867090,11:54:00,428.1,4121670,12:00:00,428.1,4121670,12:00:00,428.1,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,10,1.7,877440.0,11:00:00,1.8,1267370,11:31:00,1.7,2867090,11:54:00,1.5,4121670,12:00:00,1.5,4121670,12:00:00,1.5,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,11,69.1,877440.0,11:00:00,67.8,1267370,11:31:00,75.7,2867090,11:54:00,78.9,4121670,12:00:00,78.9,4121670,12:00:00,78.9,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,12,76.6,877440.0,11:00:00,71.0,1267370,11:31:00,85.0,2867090,11:54:00,87.1,4121670,12:00:00,87.1,4121670,12:00:00,87.1,4121670,12:00:00
201801010105,201807280105,2018-07-28,12:05:00,13,4.9,877440.0,11:00:00,4.1,1267370,11:31:00,4.6,2867090,11:54:00,5.3,4121670,12:00:00,5.3,4121670,12:00:00,5.3,4121670,12:00:00
201801010106,201807280106,2018-07-28,12:35:00,01,51.9,162240.0,11:33:00,53.8,207360,12:04:00,66.8,409680,12:24:00,83.9,677640,12:30:00,83.9,677640,12:30:00,83.9,677640,12:30:00
201801010106,201807280106,2018-07-28,12:35:00,02,8.8,162240.0,11:33:00,9.0,207360,12:04:00,8.4,409680,12:24:00,9.5,677640,12:30:00,9.5,677640,12:30:00,9.5,677640,12:30:00
