race_id,rt_key,date,post_datetime,umaban,odds_place_min_60m,odds_place_max_60m,hyosu_total_60m,happyo_datetime_60m,odds_place_min_30m,odds_place_max_30m,hyosu_total_30m,happyo_datetime_30m,odds_place_min_10m,odds_place_max_10m,hyosu_total_10m,happyo_datetime_10m,odds_place_min_5m,odds_place_max_5m,hyosu_total_5m,happyo_datetime_5m,odds_place_min_3m,odds_place_max_3m,hyosu_total_3m,happyo_datetime_3m,odds_place_min_1m,odds_place_max_1m,hyosu_total_1m,happyo_datetime_1m
202106020301,202103060601,2021-03-06,10:10:00,01,20.1,31.8,6870500,09:10:00,20.3,33.4,10239200,09:40:00,20.6,37.6,19486900,09:59:00,23.7,43.8,26303500,10:05:00,23.7,43.8,26303500,10:05:00,23.7,43.8,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,02,8.3,13.1,6870500,09:10:00,8.5,13.9,10239200,09:40:00,8.9,16.0,19486900,09:59:00,9.6,17.6,26303500,10:05:00,9.6,17.6,26303500,10:05:00,9.6,17.6,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,03,2.0,2.9,6870500,09:10:00,1.9,2.9,10239200,09:40:00,1.9,3.1,19486900,09:59:00,1.9,3.2,26303500,10:05:00,1.9,3.2,26303500,10:05:00,1.9,3.2,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,04,12.6,19.8,6870500,09:10:00,12.3,20.2,10239200,09:40:00,13.1,23.9,19486900,09:59:00,15.0,27.6,26303500,10:05:00,15.0,27.6,26303500,10:05:00,15.0,27.6,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,05,11.0,17.3,6870500,09:10:00,11.4,18.7,10239200,09:40:00,11.5,20.9,19486900,09:59:00,13.2,24.3,26303500,10:05:00,13.2,24.3,26303500,10:05:00,13.2,24.3,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,06,5.9,9.2,6870500,09:10:00,5.2,8.3,10239200,09:40:00,4.2,7.4,19486900,09:59:00,4.2,7.4,26303500,10:05:00,4.2,7.4,26303500,10:05:00,4.2,7.4,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,07,1.3,1.5,6870500,09:10:00,1.2,1.4,10239200,09:40:00,1.1,1.3,19486900,09:59:00,1.1,1.3,26303500,10:05:00,1.1,1.3,26303500,10:05:00,1.1,1.3,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,08,11.2,17.7,6870500,09:10:00,6.9,11.2,10239200,09:40:00,8.0,14.4,19486900,09:59:00,9.5,17.3,26303500,10:05:00,9.5,17.3,26303500,10:05:00,9.5,17.3,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,09,5.9,9.1,6870500,09:10:00,6.0,9.6,10239200,09:40:00,6.8,12.1,19486900,09:59:00,6.6,11.9,26303500,10:05:00,6.6,11.9,26303500,10:05:00,6.6,11.9,26303500,10:05:00
202106020301,202103060601,2021-03-06,10:10:00,10,1.7,2.4,6870500,09:10:00,1.7,2.4,10239200,09:40:00,1.7,2.6,19486900,09:59:00,1.6,2.4,26303500,10:05:00,1.6,2.4,26303500,10:05:00,1.6,2.4,26303500,10:05:00
