race_id,rt_key,date,post_datetime,umaban,odds_win_60m,hyosu_total_60m,happyo_datetime_60m,odds_win_30m,hyosu_total_30m,happyo_datetime_30m,odds_win_10m,hyosu_total_10m,happyo_datetime_10m,odds_win_5m,hyosu_total_5m,happyo_datetime_5m,odds_win_3m,hyosu_total_3m,happyo_datetime_3m,odds_win_1m,hyosu_total_1m,happyo_datetime_1m
202503010101,202504120301,2025-04-12,09:45:00,01,18.3,481450,08:45:00,17.3,635780,09:15:00,20.8,1169860,09:34:00,19.6,1695710,09:39:00,19.6,1695710,09:39:00,21.0,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,02,14.3,481450,08:45:00,13.5,635780,09:15:00,14.1,1169860,09:34:00,13.9,1695710,09:39:00,13.9,1695710,09:39:00,13.7,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,03,23.9,481450,08:45:00,25.6,635780,09:15:00,23.9,1169860,09:34:00,28.9,1695710,09:39:00,28.9,1695710,09:39:00,38.3,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,04,196.5,481450,08:45:00,168.4,635780,09:15:00,183.8,1169860,09:34:00,185.3,1695710,09:39:00,185.3,1695710,09:39:00,260.5,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,05,18.5,481450,08:45:00,20.1,635780,09:15:00,23.1,1169860,09:34:00,23.4,1695710,09:39:00,23.4,1695710,09:39:00,22.2,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,06,41.3,481450,08:45:00,39.4,635780,09:15:00,39.9,1169860,09:34:00,41.5,1695710,09:39:00,41.5,1695710,09:39:00,52.2,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,07,58.6,481450,08:45:00,58.3,635780,09:15:00,70.4,1169860,09:34:00,68.9,1695710,09:39:00,68.9,1695710,09:39:00,93.2,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,08,14.2,481450,08:45:00,14.8,635780,09:15:00,16.9,1169860,09:34:00,18.2,1695710,09:39:00,18.2,1695710,09:39:00,20.4,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,09,38.0,481450,08:45:00,39.6,635780,09:15:00,42.3,1169860,09:34:00,44.6,1695710,09:39:00,44.6,1695710,09:39:00,36.8,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,10,14.7,481450,08:45:00,16.3,635780,09:15:00,22.1,1169860,09:34:00,22.2,1695710,09:39:00,22.2,1695710,09:39:00,30.0,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,11,7.5,481450,08:45:00,6.6,635780,09:15:00,7.8,1169860,09:34:00,7.9,1695710,09:39:00,7.9,1695710,09:39:00,6.7,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,12,1.5,481450,08:45:00,1.5,635780,09:15:00,1.3,1169860,09:34:00,1.3,1695710,09:39:00,1.3,1695710,09:39:00,1.3,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,13,186.9,481450,08:45:00,135.2,635780,09:15:00,164.4,1169860,09:34:00,199.7,1695710,09:39:00,199.7,1695710,09:39:00,248.7,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,14,163.2,481450,08:45:00,161.4,635780,09:15:00,205.2,1169860,09:34:00,245.3,1695710,09:39:00,245.3,1695710,09:39:00,320.3,2947330,09:44:00
202503010101,202504120301,2025-04-12,09:45:00,15,58.4,481450,08:45:00,59.9,635780,09:15:00,72.6,1169860,09:34:00,73.6,1695710,09:39:00,73.6,1695710,09:39:00,68.4,2947330,09:44:00
202503010102,202504120302,2025-04-12,10:15:00,01,10.3,319250,09:09:00,12.3,479400,09:44:00,11.5,828770,10:04:00,11.8,1107580,10:09:00,11.8,1107580,10:09:00,11.4,3218990,10:14:00
202503010102,202504120302,2025-04-12,10:15:00,02,1.4,319250,09:09:00,1.3,479400,09:44:00,1.4,828770,10:04:00,1.4,1107580,10:09:00,1.4,1107580,10:09:00,1.3,3218990,10:14:00
