race_id,rt_key,date,post_datetime,umaban,odds_place_min_60m,odds_place_max_60m,hyosu_total_60m,happyo_datetime_60m,odds_place_min_30m,odds_place_max_30m,hyosu_total_30m,happyo_datetime_30m,odds_place_min_10m,odds_place_max_10m,hyosu_total_10m,happyo_datetime_10m,odds_place_min_5m,odds_place_max_5m,hyosu_total_5m,happyo_datetime_5m,odds_place_min_3m,odds_place_max_3m,hyosu_total_3m,happyo_datetime_3m,odds_place_min_1m,odds_place_max_1m,hyosu_total_1m,happyo_datetime_1m
202405010101,202401270501,2024-01-27,10:05:00,01,13.8,72.9,18686300.0,09:02:00,14.4,96.5,35908400,09:35:00,16.2,121.9,66013400,09:54:00,17.0,133.2,89357000,09:59:00,17.0,133.2,89357000,09:59:00,26.3,226.9,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,02,3.4,16.4,18686300.0,09:02:00,3.6,21.8,35908400,09:35:00,3.7,25.6,66013400,09:54:00,3.7,26.6,89357000,09:59:00,3.7,26.6,89357000,09:59:00,3.8,29.9,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,03,11.4,59.8,18686300.0,09:02:00,9.4,61.9,35908400,09:35:00,9.3,68.8,66013400,09:54:00,10.1,77.9,89357000,09:59:00,10.1,77.9,89357000,09:59:00,14.2,120.7,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,04,2.0,8.9,18686300.0,09:02:00,1.9,10.3,35908400,09:35:00,2.0,12.0,66013400,09:54:00,1.9,12.0,89357000,09:59:00,1.9,12.0,89357000,09:59:00,1.8,11.8,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,05,13.7,72.2,18686300.0,09:02:00,13.5,90.1,35908400,09:35:00,14.8,111.1,66013400,09:54:00,17.1,134.5,89357000,09:59:00,17.1,134.5,89357000,09:59:00,25.2,217.2,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,06,2.0,8.5,18686300.0,09:02:00,2.0,10.7,35908400,09:35:00,2.0,11.9,66013400,09:54:00,1.9,11.6,89357000,09:59:00,1.9,11.6,89357000,09:59:00,1.7,10.8,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,07,1.1,1.1,18686300.0,09:02:00,1.1,1.1,35908400,09:35:00,1.0,1.1,66013400,09:54:00,1.0,1.1,89357000,09:59:00,1.0,1.1,89357000,09:59:00,1.0,1.1,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,08,17.3,91.9,18686300.0,09:02:00,18.7,125.6,35908400,09:35:00,20.6,155.5,66013400,09:54:00,22.9,180.9,89357000,09:59:00,22.9,180.9,89357000,09:59:00,32.3,279.0,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,09,6.5,33.0,18686300.0,09:02:00,6.8,43.8,35908400,09:35:00,7.5,54.6,66013400,09:54:00,8.3,63.5,89357000,09:59:00,8.3,63.5,89357000,09:59:00,11.8,99.6,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,10,5.8,29.3,18686300.0,09:02:00,6.8,43.7,35908400,09:35:00,7.8,57.2,66013400,09:54:00,8.6,65.9,89357000,09:59:00,8.6,65.9,89357000,09:59:00,12.0,101.8,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,11,2.0,8.5,18686300.0,09:02:00,1.9,10.4,35908400,09:35:00,1.7,10.0,66013400,09:54:00,1.7,10.6,89357000,09:59:00,1.7,10.6,89357000,09:59:00,1.7,11.3,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,12,1.1,3.1,18686300.0,09:02:00,1.1,3.5,35908400,09:35:00,1.1,4.1,66013400,09:54:00,1.1,4.1,89357000,09:59:00,1.1,4.1,89357000,09:59:00,1.0,3.5,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,13,3.3,15.7,18686300.0,09:02:00,3.4,20.8,35908400,09:35:00,3.7,25.2,66013400,09:54:00,3.7,26.1,89357000,09:59:00,3.7,26.1,89357000,09:59:00,3.5,26.9,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,14,25.7,137.6,18686300.0,09:02:00,27.7,187.3,35908400,09:35:00,28.7,217.8,66013400,09:54:00,32.9,260.9,89357000,09:59:00,32.9,260.9,89357000,09:59:00,51.1,444.0,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,15,7.3,37.4,18686300.0,09:02:00,7.5,48.7,35908400,09:35:00,7.9,58.1,66013400,09:54:00,7.7,58.4,89357000,09:59:00,7.7,58.4,89357000,09:59:00,10.7,89.9,207352000,10:04:00
202405010101,202401270501,2024-01-27,10:05:00,16,5.4,27.1,18686300.0,09:02:00,5.3,33.5,35908400,09:35:00,4.9,34.4,66013400,09:54:00,5.1,37.8,89357000,09:59:00,5.1,37.8,89357000,09:59:00,5.2,42.2,207352000,10:04:00
202405010102,202401270502,2024-01-27,10:35:00,01,3.8,5.7,4913000.0,09:30:00,4.0,6.1,6468500,10:01:00,4.6,8.8,20731600,10:24:00,3.8,7.2,31034500,10:29:00,3.8,7.2,31034500,10:29:00,3.4,6.4,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,02,1.8,2.5,4913000.0,09:30:00,1.9,2.7,6468500,10:01:00,1.6,2.6,20731600,10:24:00,1.6,2.5,31034500,10:29:00,1.6,2.5,31034500,10:29:00,1.5,2.3,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,03,28.1,43.4,4913000.0,09:30:00,23.9,37.5,6468500,10:01:00,31.7,63.7,20731600,10:24:00,36.1,71.4,31034500,10:29:00,36.1,71.4,31034500,10:29:00,52.9,106.9,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,04,6.4,9.7,4913000.0,09:30:00,6.5,10.0,6468500,10:01:00,8.7,17.2,20731600,10:24:00,9.7,18.8,31034500,10:29:00,9.7,18.8,31034500,10:29:00,5.6,10.9,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,05,27.0,41.6,4913000.0,09:30:00,26.2,41.0,6468500,10:01:00,30.9,62.1,20731600,10:24:00,35.0,69.2,31034500,10:29:00,35.0,69.2,31034500,10:29:00,56.1,113.3,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,06,2.1,3.1,4913000.0,09:30:00,2.2,3.2,6468500,10:01:00,2.3,4.1,20731600,10:24:00,2.3,4.1,31034500,10:29:00,2.3,4.1,31034500,10:29:00,2.6,4.7,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,07,2.9,4.2,4913000.0,09:30:00,2.8,4.1,6468500,10:01:00,3.0,5.5,20731600,10:24:00,3.0,5.5,31034500,10:29:00,3.0,5.5,31034500,10:29:00,2.9,5.5,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,08,14.5,22.4,4913000.0,09:30:00,12.4,19.5,6468500,10:01:00,17.3,34.7,20731600,10:24:00,13.0,25.4,31034500,10:29:00,13.0,25.4,31034500,10:29:00,18.9,38.0,74514200,10:34:00
202405010102,202401270502,2024-01-27,10:35:00,09,6.8,10.3,4913000.0,09:30:00,6.1,9.4,6468500,10:01:00,6.5,12.7,20731600,10:24:00,8.1,15.7,31034500,10:29:00,8.1,15.7,31034500,10:29:00,10.9,21.7,74514200,10:34:00
