race_id,rt_key,date,post_datetime,kumiban,odds_wakuren_60m,hyosu_total_60m,happyo_datetime_60m,odds_wakuren_30m,hyosu_total_30m,happyo_datetime_30m,odds_wakuren_10m,hyosu_total_10m,happyo_datetime_10m,odds_wakuren_5m,hyosu_total_5m,happyo_datetime_5m,odds_wakuren_3m,hyosu_total_3m,happyo_datetime_3m,odds_wakuren_1m,hyosu_total_1m,happyo_datetime_1m
202206020301,202203050601,2022-03-05,10:05:00,11,106.6,,09:03:00,108.3,,09:32:00,105.5,,09:54:00,111.4,,09:59:00,111.4,,09:59:00,111.4,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,12,33.2,,09:03:00,32.4,,09:32:00,34.4,,09:54:00,36.5,,09:59:00,36.5,,09:59:00,36.5,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,13,88.7,,09:03:00,95.0,,09:32:00,104.3,,09:54:00,111.2,,09:59:00,111.2,,09:59:00,111.2,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,14,103.1,,09:03:00,101.7,,09:32:00,105.6,,09:54:00,123.6,,09:59:00,123.6,,09:59:00,123.6,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,15,11.6,,09:03:00,11.4,,09:32:00,10.2,,09:54:00,10.8,,09:59:00,10.8,,09:59:00,10.8,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,16,93.7,,09:03:00,102.9,,09:32:00,110.1,,09:54:00,115.1,,09:59:00,115.1,,09:59:00,115.1,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,17,75.5,,09:03:00,72.9,,09:32:00,74.2,,09:54:00,77.8,,09:59:00,77.8,,09:59:00,77.8,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,18,5.4,,09:03:00,4.9,,09:32:00,4.8,,09:54:00,4.9,,09:59:00,4.9,,09:59:00,4.9,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,22,271.3,,09:03:00,319.5,,09:32:00,384.1,,09:54:00,380.7,,09:59:00,380.7,,09:59:00,380.7,,09:59:00
202206020301,202203050601,2022-03-05,10:05:00,23,110.4,,09:03:00,120.4,,09:32:00,154.4,,09:54:00,166.8,,09:59:00,166.8,,09:59:00,166.8,,09:59:00
