race_id,rt_key,date,post_datetime,kumiban,odds_wakuren_60m,hyosu_total_60m,happyo_datetime_60m,odds_wakuren_30m,hyosu_total_30m,happyo_datetime_30m,odds_wakuren_10m,hyosu_total_10m,happyo_datetime_10m,odds_wakuren_5m,hyosu_total_5m,happyo_datetime_5m,odds_wakuren_3m,hyosu_total_3m,happyo_datetime_3m,odds_wakuren_1m,hyosu_total_1m,happyo_datetime_1m
201703010101,201704080301,2017-04-08,09:50:00,12,31.8,,08:50:00,27.7,,09:20:00,27.8,,09:39:00,29.8,,09:45:00,29.8,,09:45:00,29.8,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,13,29.0,,08:50:00,29.4,,09:20:00,26.5,,09:39:00,26.4,,09:45:00,26.4,,09:45:00,26.4,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,14,113.5,,08:50:00,113.6,,09:20:00,105.0,,09:39:00,109.1,,09:45:00,109.1,,09:45:00,109.1,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,15,41.0,,08:50:00,38.0,,09:20:00,41.8,,09:39:00,40.8,,09:45:00,40.8,,09:45:00,40.8,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,16,45.6,,08:50:00,37.7,,09:20:00,39.1,,09:39:00,38.8,,09:45:00,38.8,,09:45:00,38.8,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,17,85.1,,08:50:00,82.0,,09:20:00,88.1,,09:39:00,96.6,,09:45:00,96.6,,09:45:00,96.6,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,18,53.8,,08:50:00,47.1,,09:20:00,53.6,,09:39:00,50.2,,09:45:00,50.2,,09:45:00,50.2,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,22,69.3,,08:50:00,71.4,,09:20:00,48.7,,09:39:00,48.8,,09:45:00,48.8,,09:45:00,48.8,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,23,11.3,,08:50:00,12.2,,09:20:00,10.3,,09:39:00,10.0,,09:45:00,10.0,,09:45:00,10.0,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,24,30.4,,08:50:00,35.0,,09:20:00,34.8,,09:39:00,29.3,,09:45:00,29.3,,09:45:00,29.3,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,25,12.3,,08:50:00,13.6,,09:20:00,12.7,,09:39:00,12.3,,09:45:00,12.3,,09:45:00,12.3,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,26,13.7,,08:50:00,14.0,,09:20:00,12.1,,09:39:00,12.4,,09:45:00,12.4,,09:45:00,12.4,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,27,53.8,,08:50:00,54.9,,09:20:00,52.2,,09:39:00,54.2,,09:45:00,54.2,,09:45:00,54.2,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,28,20.7,,08:50:00,19.5,,09:20:00,19.5,,09:39:00,19.0,,09:45:00,19.0,,09:45:00,19.0,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,33,50.1,,08:50:00,36.6,,09:20:00,37.6,,09:39:00,37.8,,09:45:00,37.8,,09:45:00,37.8,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,34,36.8,,08:50:00,40.5,,09:20:00,38.7,,09:39:00,40.7,,09:45:00,40.7,,09:45:00,40.7,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,35,8.8,,08:50:00,8.5,,09:20:00,9.2,,09:39:00,9.1,,09:45:00,9.1,,09:45:00,9.1,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,36,12.2,,08:50:00,11.7,,09:20:00,10.0,,09:39:00,9.5,,09:45:00,9.5,,09:45:00,9.5,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,37,37.1,,08:50:00,40.5,,09:20:00,41.0,,09:39:00,45.2,,09:45:00,45.2,,09:45:00,45.2,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,38,17.5,,08:50:00,18.5,,09:20:00,17.4,,09:39:00,15.9,,09:45:00,15.9,,09:45:00,15.9,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,44,247.8,,08:50:00,309.1,,09:20:00,337.7,,09:39:00,394.7,,09:45:00,394.7,,09:45:00,394.7,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,45,37.0,,08:50:00,39.4,,09:20:00,44.0,,09:39:00,46.7,,09:45:00,46.7,,09:45:00,46.7,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,46,43.9,,08:50:00,45.0,,09:20:00,47.5,,09:39:00,51.7,,09:45:00,51.7,,09:45:00,51.7,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,47,47.2,,08:50:00,59.0,,09:20:00,75.9,,09:39:00,90.2,,09:45:00,90.2,,09:45:00,90.2,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,48,28.5,,08:50:00,31.7,,09:20:00,44.4,,09:39:00,48.4,,09:45:00,48.4,,09:45:00,48.4,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,55,80.1,,08:50:00,65.4,,09:20:00,60.4,,09:39:00,61.7,,09:45:00,61.7,,09:45:00,61.7,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,56,11.8,,08:50:00,11.1,,09:20:00,11.3,,09:39:00,11.0,,09:45:00,11.0,,09:45:00,11.0,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,57,31.8,,08:50:00,34.6,,09:20:00,41.1,,09:39:00,46.1,,09:45:00,46.1,,09:45:00,46.1,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,58,12.3,,08:50:00,13.1,,09:20:00,14.9,,09:39:00,15.3,,09:45:00,15.3,,09:45:00,15.3,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,66,240.5,,08:50:00,126.6,,09:20:00,136.6,,09:39:00,141.4,,09:45:00,141.4,,09:45:00,141.4,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,67,34.9,,08:50:00,36.1,,09:20:00,42.1,,09:39:00,45.3,,09:45:00,45.3,,09:45:00,45.3,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,68,14.3,,08:50:00,14.1,,09:20:00,15.2,,09:39:00,15.2,,09:45:00,15.2,,09:45:00,15.2,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,77,355.5,,08:50:00,415.4,,09:20:00,333.9,,09:39:00,382.0,,09:45:00,382.0,,09:45:00,382.0,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,78,38.5,,08:50:00,37.8,,09:20:00,45.8,,09:39:00,48.0,,09:45:00,48.0,,09:45:00,48.0,,09:45:00
201703010101,201704080301,2017-04-08,09:50:00,88,116.8,,08:50:00,91.6,,09:20:00,116.9,,09:39:00,141.4,,09:45:00,141.4,,09:45:00,141.4,,09:45:00
201703010102,201704080302,2017-04-08,10:20:00,11,332.2,,09:19:00,425.7,,09:47:00,593.9,,10:09:00,717.9,,10:14:00,717.9,,10:14:00,717.9,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,12,22.2,,09:19:00,26.8,,09:47:00,36.3,,10:09:00,43.3,,10:14:00,43.3,,10:14:00,43.3,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,13,36.3,,09:19:00,43.0,,09:47:00,59.2,,10:09:00,60.8,,10:14:00,60.8,,10:14:00,60.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,14,68.5,,09:19:00,59.0,,09:47:00,64.4,,10:09:00,71.6,,10:14:00,71.6,,10:14:00,71.6,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,15,50.2,,09:19:00,53.5,,09:47:00,64.8,,10:09:00,57.5,,10:14:00,57.5,,10:14:00,57.5,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,16,89.9,,09:19:00,92.9,,09:47:00,123.4,,10:09:00,154.4,,10:14:00,154.4,,10:14:00,154.4,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,17,91.9,,09:19:00,97.4,,09:47:00,123.4,,10:09:00,116.7,,10:14:00,116.7,,10:14:00,116.7,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,18,65.4,,09:19:00,70.3,,09:47:00,74.8,,10:09:00,82.2,,10:14:00,82.2,,10:14:00,82.2,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,22,91.9,,09:19:00,99.8,,09:47:00,61.5,,10:09:00,70.3,,10:14:00,70.3,,10:14:00,70.3,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,23,12.1,,09:19:00,12.1,,09:47:00,12.0,,10:09:00,11.5,,10:14:00,11.5,,10:14:00,11.5,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,24,12.0,,09:19:00,11.9,,09:47:00,10.7,,10:09:00,10.1,,10:14:00,10.1,,10:14:00,10.1,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,25,8.8,,09:19:00,8.6,,09:47:00,8.8,,10:09:00,9.5,,10:14:00,9.5,,10:14:00,9.5,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,26,41.1,,09:19:00,35.1,,09:47:00,39.4,,10:09:00,42.5,,10:14:00,42.5,,10:14:00,42.5,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,27,36.9,,09:19:00,32.6,,09:47:00,25.5,,10:09:00,25.6,,10:14:00,25.6,,10:14:00,25.6,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,28,20.9,,09:19:00,17.4,,09:47:00,12.3,,10:09:00,12.7,,10:14:00,12.7,,10:14:00,12.7,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,33,196.3,,09:19:00,126.3,,09:47:00,125.8,,10:09:00,110.8,,10:14:00,110.8,,10:14:00,110.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,34,17.9,,09:19:00,16.6,,09:47:00,17.3,,10:09:00,15.2,,10:14:00,15.2,,10:14:00,15.2,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,35,17.2,,09:19:00,15.9,,09:47:00,15.8,,10:09:00,16.0,,10:14:00,16.0,,10:14:00,16.0,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,36,56.8,,09:19:00,49.6,,09:47:00,57.0,,10:09:00,53.8,,10:14:00,53.8,,10:14:00,53.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,37,37.5,,09:19:00,37.4,,09:47:00,37.6,,10:09:00,35.1,,10:14:00,35.1,,10:14:00,35.1,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,38,19.4,,09:19:00,17.1,,09:47:00,17.0,,10:09:00,16.7,,10:14:00,16.7,,10:14:00,16.7,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,44,113.6,,09:19:00,126.3,,09:47:00,147.3,,10:09:00,160.4,,10:14:00,160.4,,10:14:00,160.4,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,45,10.6,,09:19:00,10.8,,09:47:00,10.7,,10:09:00,11.1,,10:14:00,11.1,,10:14:00,11.1,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,46,41.5,,09:19:00,46.7,,09:47:00,52.7,,10:09:00,58.6,,10:14:00,58.6,,10:14:00,58.6,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,47,21.5,,09:19:00,24.8,,09:47:00,26.7,,10:09:00,27.4,,10:14:00,27.4,,10:14:00,27.4,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,48,14.0,,09:19:00,13.7,,09:47:00,13.5,,10:09:00,14.6,,10:14:00,14.6,,10:14:00,14.6,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,55,89.9,,09:19:00,96.3,,09:47:00,81.9,,10:09:00,55.8,,10:14:00,55.8,,10:14:00,55.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,56,41.9,,09:19:00,39.0,,09:47:00,40.8,,10:09:00,42.3,,10:14:00,42.3,,10:14:00,42.3,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,57,15.5,,09:19:00,18.8,,09:47:00,19.1,,10:09:00,13.8,,10:14:00,13.8,,10:14:00,13.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,58,13.5,,09:19:00,13.2,,09:47:00,12.5,,10:09:00,13.3,,10:14:00,13.3,,10:14:00,13.3,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,66,308.5,,09:19:00,269.6,,09:47:00,395.9,,10:09:00,470.8,,10:14:00,470.8,,10:14:00,470.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,67,33.7,,09:19:00,41.2,,09:47:00,62.1,,10:09:00,68.8,,10:14:00,68.8,,10:14:00,68.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,68,30.8,,09:19:00,31.7,,09:47:00,39.5,,10:09:00,44.0,,10:14:00,44.0,,10:14:00,44.0,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,77,254.1,,09:19:00,260.9,,09:47:00,292.4,,10:09:00,278.8,,10:14:00,278.8,,10:14:00,278.8,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,78,21.7,,09:19:00,23.6,,09:47:00,24.4,,10:09:00,26.0,,10:14:00,26.0,,10:14:00,26.0,,10:14:00
201703010102,201704080302,2017-04-08,10:20:00,88,116.7,,09:19:00,105.0,,09:47:00,66.9,,10:09:00,71.6,,10:14:00,71.6,,10:14:00,71.6,,10:14:00
201703010103,201704080303,2017-04-08,10:50:00,12,72.0,,09:47:00,85.6,,10:19:00,117.9,,10:39:00,130.2,,10:44:00,130.2,,10:44:00,130.2,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,13,108.1,,09:47:00,124.7,,10:19:00,137.9,,10:39:00,144.2,,10:44:00,144.2,,10:44:00,144.2,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,14,95.1,,09:47:00,110.6,,10:19:00,107.2,,10:39:00,121.1,,10:44:00,121.1,,10:44:00,121.1,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,15,169.9,,09:47:00,201.0,,10:19:00,347.6,,10:39:00,294.6,,10:44:00,294.6,,10:44:00,294.6,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,16,264.3,,09:47:00,317.8,,10:19:00,289.7,,10:39:00,334.3,,10:44:00,334.3,,10:44:00,334.3,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,17,38.9,,09:47:00,41.9,,10:19:00,43.5,,10:39:00,47.7,,10:44:00,47.7,,10:44:00,47.7,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,18,148.6,,09:47:00,166.9,,10:19:00,258.1,,10:39:00,257.5,,10:44:00,257.5,,10:44:00,257.5,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,22,115.1,,09:47:00,108.2,,10:19:00,105.5,,10:39:00,99.3,,10:44:00,99.3,,10:44:00,99.3,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,23,21.7,,09:47:00,23.5,,10:19:00,25.3,,10:39:00,24.5,,10:44:00,24.5,,10:44:00,24.5,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,24,16.6,,09:47:00,17.1,,10:19:00,19.5,,10:39:00,20.4,,10:44:00,20.4,,10:44:00,20.4,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,25,63.7,,09:47:00,58.9,,10:19:00,66.6,,10:39:00,56.1,,10:44:00,56.1,,10:44:00,56.1,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,26,87.0,,09:47:00,90.3,,10:19:00,81.9,,10:39:00,80.1,,10:44:00,80.1,,10:44:00,80.1,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,27,7.3,,09:47:00,6.7,,10:19:00,6.7,,10:39:00,6.7,,10:44:00,6.7,,10:44:00,6.7,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,28,47.2,,09:47:00,44.1,,10:19:00,40.7,,10:39:00,40.4,,10:44:00,40.4,,10:44:00,40.4,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,33,137.2,,09:47:00,164.1,,10:19:00,193.1,,10:39:00,168.7,,10:44:00,168.7,,10:44:00,168.7,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,34,23.2,,09:47:00,24.7,,10:19:00,26.4,,10:39:00,26.9,,10:44:00,26.9,,10:44:00,26.9,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,35,49.9,,09:47:00,51.3,,10:19:00,67.0,,10:39:00,56.5,,10:44:00,56.5,,10:44:00,56.5,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,36,74.3,,09:47:00,76.9,,10:19:00,82.7,,10:39:00,84.8,,10:44:00,84.8,,10:44:00,84.8,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,37,9.2,,09:47:00,9.4,,10:19:00,9.5,,10:39:00,9.0,,10:44:00,9.0,,10:44:00,9.0,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,38,32.8,,09:47:00,35.6,,10:19:00,38.8,,10:39:00,36.1,,10:44:00,36.1,,10:44:00,36.1,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,44,120.9,,09:47:00,121.6,,10:19:00,106.4,,10:39:00,103.1,,10:44:00,103.1,,10:44:00,103.1,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,45,47.8,,09:47:00,50.0,,10:19:00,56.3,,10:39:00,52.8,,10:44:00,52.8,,10:44:00,52.8,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,46,67.9,,09:47:00,68.4,,10:19:00,77.8,,10:39:00,80.3,,10:44:00,80.3,,10:44:00,80.3,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,47,6.3,,09:47:00,6.2,,10:19:00,5.8,,10:39:00,5.8,,10:44:00,5.8,,10:44:00,5.8,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,48,21.4,,09:47:00,22.6,,10:19:00,28.0,,10:39:00,30.0,,10:44:00,30.0,,10:44:00,30.0,,10:44:00
201703010103,201704080303,2017-04-08,10:50:00,55,548.9,,09:47:00,615.7,,10:19:00,869.1,,10:39:00,526.8,,10:44:00,526.8,,10:44:00,526.8,,10:44:00
